,Número da Trajetória,Sorteio,Tempo 1,Tempo 2,ID,Fase,Score total,Score Parcial,Proporção espacial x,Proporção espacial y,Trajetória Completa,Trajetória Simplificada,Acuracia,Media Acuracia,Taxa de Falsos Positivos,Media FPR,Similaridade,Media Similaridade,Desempenho,Desempenho ponderado com proporção,Complexidade,nivel
283,5,15,737460.5190583334,737460.5193476852,df_ID_41,Fase Execucao,0.27380952380952384,0.19979320974646958,0.7038461538461539,0.7555129434324065,"[3, 2, 2, 2, 3, 3, 1, 1, 1, 4, 4, 4, 4, 1, 1, 4]","[3, 2, 3, 1, 4, 1, 4]",0.375,0.5731292517006802,0.25,0.3440035273368607,0.8046125985166752,0.7770199028986562,0.6432041995055584,0.4693329499781054,6,Médio
284,6,4,737460.5226755324,737460.5229648843,df_ID_41,Fase Execucao,0.3333333333333333,0.2584052412911473,0.7,0.850431447746884,"[3, 2, 2, 2, 4, 3, 3, 3, 1, 1, 1, 4, 4, 4, 3, 3, 3, 1, 4, 4, 4]","[3, 2, 4, 3, 1, 4, 3, 1, 4]",0.5,0.5731292517006802,0.5,0.3440035273368607,0.7245788730974363,0.7770199028986562,0.5748596243658121,0.44564021982835794,6,Médio
285,7,11,737460.5236481365,737460.5239374884,df_ID_41,Fase Execucao,0.31481481481481477,0.23966667964151184,0.6865384615384615,0.8360498561840843,"[2, 3, 2, 2, 3, 1, 3, 1, 1, 4, 4, 4, 1, 1, 4, 4, 1, 4, 1, 4, 1, 1, 4, 4]","[2, 3, 2, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4]",0.8163265306122449,0.5731292517006802,0.027777777777777776,0.3440035273368607,0.7108186533109108,0.7770199028986562,0.8331224687151261,0.634251269048909,8,Difícil
286,8,1,737460.527693287,737460.5279826389,df_ID_41,Fase Execucao,0.5555555555555556,0.42907283804934815,0.6942307692307692,0.850431447746884,"[3, 3, 3, 2, 2, 2, 4, 4, 4, 1, 1, 1, 1, 2, 3, 3, 1, 4, 4, 4, 4, 2, 3, 3, 1, 2, 2, 4, 4, 1, 1, 4]","[3, 2, 4, 1, 2, 3, 1, 4, 2, 3, 1, 2, 4, 1, 4]",0.4375,0.5731292517006802,0.0,0.3440035273368607,0.6774477589292943,0.7770199028986562,0.7049825863097648,0.5444799823499406,8,Difícil
287,9,3,737460.5292756713,737460.5295650231,df_ID_41,Fase Execucao,0.07407407407407407,0.05781502241233785,0.7096153846153846,0.8513902205177373,"[2, 2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 1, 3, 3, 3, 4, 4]","[2, 3, 4, 1, 3, 4]",0.3125,0.5731292517006802,0.4,0.3440035273368607,0.8030980282338017,0.7770199028986562,0.5718660094112672,0.4463430230380494,8,Difícil
288,1,6,737463.3786720139,737463.3796592014,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
289,2,3,737463.3801613889,737463.3809845254,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
290,3,16,737463.3814859375,737463.3823908102,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
291,4,11,737463.3828921412,737463.3832855093,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
292,5,7,737463.383786736,737463.3846516088,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
293,6,17,737463.3851529167,737463.3860584607,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
294,7,14,737463.3865597569,737463.3871168172,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
295,8,8,737463.3876180787,737463.3882244098,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
296,9,5,737463.3887256713,737463.3891925116,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
297,1,15,737463.3896938658,737463.3919039931,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
298,2,1,737463.3924052778,737463.3956811458,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
299,3,2,737463.3961824306,737463.3964241898,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
300,4,4,737463.3969254862,737463.4003186342,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
301,5,18,737463.4008199768,737463.4014017592,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
302,6,13,737463.4019030324,737463.4030899884,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
303,7,9,737463.4035912731,737463.404156412,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
304,8,10,737463.4046576852,737463.4061507755,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
305,9,12,737463.4066520139,737463.4073152083,df_ID_44,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
306,1,6,737463.3797658449,737463.3800551968,df_ID_44,Fase Execucao,0.0,0.0,0.7365384615384616,0.8581016299137104,"[1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 4, 2, 2, 3, 4, 4, 4]","[1, 3, 2, 4, 2, 3, 4]",0.5625,0.5486111111111112,0.7142857142857143,0.39616402116402116,0.673571282829896,0.7415039286748593,0.5072618561813939,0.40445004636564824,4,Fácil
307,2,3,737463.3810905671,737463.381379919,df_ID_44,Fase Execucao,0.16666666666666669,0.09293104825822947,0.375,0.7401725790987536,"[1, 1, 2, 4, 4, 4, 2, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 4, 1, 2, 4, 4]","[1, 2, 4, 2, 1, 3, 2, 4, 1, 2, 4]",0.4375,0.5486111111111112,0.0,0.39616402116402116,0.707149479582238,0.7415039286748593,0.714883159860746,0.3986090485680874,4,Fácil
308,3,16,737463.3824968403,737463.3827862038,df_ID_44,Fase Execucao,0.43333333333333335,0.3309651645893257,0.7384615384615385,0.7890699904122723,"[3, 4, 2, 1, 3, 3, 3, 2, 4, 4, 1, 3, 3, 1, 1, 4, 4, 4, 2]","[3, 4, 2, 1, 3, 2, 4, 1, 3, 1, 4, 2]",0.5,0.5486111111111112,1.0,0.39616402116402116,0.7744275839391608,0.7415039286748593,0.42480919464638695,0.32445471928892383,4,Fácil
309,4,11,737463.3833914468,737463.3836807986,df_ID_44,Fase Execucao,0.5238095238095237,0.4277069526829833,0.7615384615384615,0.8715244487056567,"[1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 4, 1, 1, 1, 3, 3, 3, 2, 2]","[1, 3, 2, 4, 1, 3, 2]",0.5,0.5486111111111112,1.0,0.39616402116402116,0.8178344477718361,0.7415039286748593,0.43927814925727865,0.35868442641637077,6,Médio
310,5,7,737463.3847576157,737463.3850469675,df_ID_44,Fase Execucao,0.38095238095238093,0.24924861013068106,0.6076923076923076,0.700862895493768,"[1, 1, 3, 3, 1, 3, 2, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]","[1, 3, 1, 3, 2, 4, 1, 3, 2, 4]",0.6875,0.5486111111111112,0.75,0.39616402116402116,0.7659900395832446,0.7415039286748593,0.5678300131944148,0.3715184591453848,6,Médio
311,6,17,737463.3861644329,737463.3864537848,df_ID_44,Fase Execucao,0.49999999999999994,0.403696345600708,0.7403846153846154,0.8744007670182167,"[1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 1, 2, 4, 1, 3, 3, 3, 2, 4, 4, 4]","[1, 3, 2, 4, 1, 2, 4, 1, 3, 2, 4]",0.625,0.5486111111111112,1.0,0.39616402116402116,0.7171371656006362,0.7415039286748593,0.4473790552002121,0.3612105793652461,6,Médio
312,7,14,737463.3872227893,737463.3875121413,df_ID_44,Fase Execucao,0.33333333333333337,0.26913642844850905,0.7519230769230769,0.862895493767977,"[1, 3, 2, 1, 2, 1, 1, 1, 3, 3, 2, 2, 2, 4, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]","[1, 3, 2, 1, 2, 1, 3, 2, 4, 1, 3, 2, 4]",0.875,0.5486111111111112,0.6666666666666666,0.39616402116402116,0.7462185372015077,0.7415039286748593,0.6515172901782803,0.5260411096530997,8,Difícil
313,8,8,737463.3883303935,737463.3886197454,df_ID_44,Fase Execucao,0.35185185185185186,0.2847582786341176,0.7423076923076923,0.8763183125599233,"[1, 1, 1, 3, 3, 3, 2, 4, 4, 4, 2, 3, 3, 3, 2, 4, 4, 4, 4, 4, 4, 1, 3, 3, 2, 1, 1, 4, 4, 2, 2, 4]","[1, 3, 2, 4, 2, 3, 2, 4, 1, 3, 2, 1, 4, 2, 4]",1.0,0.5486111111111112,0.0,0.39616402116402116,0.7541430755670013,0.7415039286748593,0.9180476918556671,0.7429879338731371,8,Difícil
314,9,5,737463.3892985185,737463.3895878703,df_ID_44,Fase Execucao,0.42592592592592593,0.3160946637876168,0.698076923076923,0.7861936720997124,"[1, 3, 3, 1, 1, 3, 2, 2, 2, 4, 4, 4, 3, 3, 3, 4, 4]","[1, 3, 1, 3, 2, 4, 3, 4]",0.6875,0.5486111111111112,0.6,0.39616402116402116,0.8117334909029824,0.7415039286748593,0.6330778303009942,0.46982940398699485,8,Difícil
315,1,15,737463.3920100116,737463.3922993634,df_ID_44,Fase Execucao,0.6666666666666666,0.531546697150724,0.7365384615384616,0.8581016299137104,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4, 1, 1, 3, 4, 4, 4]","[2, 3, 1, 4, 1, 3, 4]",0.875,0.5486111111111112,0.0,0.39616402116402116,0.6229569685938829,0.7415039286748593,0.8326523228646275,0.6638903881403566,4,Fácil
316,2,1,737463.3957871643,737463.3960765162,df_ID_44,Fase Execucao,0.2,0.11151725790987536,0.375,0.7401725790987536,"[2, 2, 1, 4, 4, 4, 1, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 1, 4, 4]","[2, 1, 4, 1, 2, 3, 1, 4, 2, 1, 4]",0.375,0.5486111111111112,0.0,0.39616402116402116,0.6816457173472893,0.7415039286748593,0.6855485724490964,0.3822524848177638,4,Fácil
317,3,2,737463.3965301968,737463.396819537,df_ID_44,Fase Execucao,0.5333333333333334,0.40734174103301635,0.7384615384615385,0.7890699904122723,"[3, 4, 1, 2, 3, 3, 3, 1, 4, 4, 2, 3, 3, 2, 2, 4, 4, 4, 1]","[3, 4, 1, 2, 3, 1, 4, 2, 3, 2, 4, 1]",0.5,0.5486111111111112,0.5,0.39616402116402116,0.8105618717781189,0.7415039286748593,0.6035206239260397,0.4609483906863098,4,Fácil
318,4,4,737463.4004246527,737463.4007140046,df_ID_44,Fase Execucao,0.2857142857142857,0.23329470146344544,0.7615384615384615,0.8715244487056567,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 2, 2, 3, 3, 3, 1, 1]","[2, 3, 1, 4, 2, 3, 1]",0.5,0.5486111111111112,0.0,0.39616402116402116,0.8084156947230668,0.7415039286748593,0.7694718982410222,0.6282980087462748,6,Médio
319,5,18,737463.4015077199,737463.4017970718,df_ID_44,Fase Execucao,0.30952380952380953,0.20251449573117838,0.6076923076923076,0.700862895493768,"[2, 2, 3, 3, 2, 3, 1, 1, 1, 4, 4, 2, 2, 3, 3, 1, 1, 4, 4, 4]","[2, 3, 2, 3, 1, 4, 2, 3, 1, 4]",0.375,0.5486111111111112,0.25,0.39616402116402116,0.7401701506085285,0.7415039286748593,0.6217233835361762,0.40677968423435773,6,Médio
320,6,13,737463.4031959838,737463.4034853356,df_ID_44,Fase Execucao,0.2857142857142857,0.23068362605754744,0.7403846153846154,0.8744007670182167,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 2, 1, 4, 2, 3, 3, 3, 1, 4, 4, 4]","[2, 3, 1, 4, 2, 1, 4, 2, 3, 1, 4]",0.375,0.5486111111111112,0.25,0.39616402116402116,0.7330735470584281,0.7415039286748593,0.619357849019476,0.500065000536555,6,Médio
321,7,9,737463.404262419,737463.4045517709,df_ID_44,Fase Execucao,0.35185185185185186,0.28408845225120394,0.7519230769230769,0.862895493767977,"[2, 3, 1, 2, 1, 2, 2, 2, 3, 3, 1, 1, 1, 4, 4, 4, 2, 2, 3, 3, 1, 1, 4, 4]","[2, 3, 1, 2, 1, 2, 3, 1, 4, 2, 3, 1, 4]",0.4375,0.5486111111111112,0.0,0.39616402116402116,0.6975521108622789,0.7415039286748593,0.711684036954093,0.5746202996689239,8,Difícil
322,8,10,737463.4062567361,737463.4065460879,df_ID_44,Fase Execucao,0.5555555555555556,0.4496183346854488,0.7423076923076923,0.8763183125599233,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 4, 1, 3, 3, 3, 1, 4, 4, 4, 4, 4, 4, 2, 3, 3, 1, 2, 2, 4, 4, 1, 1, 4]","[2, 3, 1, 4, 1, 3, 1, 4, 2, 3, 1, 2, 4, 1, 4]",0.25,0.5486111111111112,0.0,0.39616402116402116,0.7245688373094719,0.7415039286748593,0.6581896124364907,0.5326814114117205,8,Difícil
323,9,12,737463.4074211805,737463.4077105324,df_ID_44,Fase Execucao,0.12962962962962962,0.09620272376144859,0.698076923076923,0.7861936720997124,"[2, 3, 3, 2, 2, 3, 1, 1, 1, 4, 4, 4, 3, 3, 3, 4, 4]","[2, 3, 2, 3, 1, 4, 3, 4]",0.3125,0.5486111111111112,0.4,0.39616402116402116,0.7599207148878984,0.7415039286748593,0.5574735716292994,0.41372081497873253,8,Difícil
