Desempenho,Acuracia,Similaridade,Especificidade,Proporção espacial x,Proporção espacial y,Complexidade,grupo
0.894287334470372,0.9375,0.7453620034111159,1.0,0.9346153846153846,0.8887823585810163,8,CF
0.6278724462171376,0.6875,0.7961173386514129,0.4,0.8807692307692307,0.9386385426653883,4,CF
0.3757930938958776,0.4375,0.6898792816876329,0.0,0.8596153846153847,0.8024928092042186,4,CF
0.4899122638333068,0.625,0.8447367914999205,0.0,0.9903846153846154,0.9050814956855225,4,CF
0.5056281779181734,0.75,0.7668845337545204,0.0,0.9307692307692308,0.9022051773729626,6,CF
0.48352300085820393,0.6875,0.7630690025746119,0.0,0.925,0.8830297219558965,6,CF
0.822996737099337,0.6875,0.781490211298011,1.0,0.9865384615384616,0.8849472674976031,6,CF
0.47038514305077933,0.5,0.9111554291523379,0.0,0.9692307692307692,0.8149568552253116,8,CF
0.5555545592203196,0.8125,0.8541636776609587,0.0,0.9884615384615385,0.8197507190795782,8,CF
0.9248859634416524,0.9375,0.8371578903249574,1.0,0.9634615384615385,0.8897411313518696,8,CF
0.6206988897471611,0.6875,0.7745966692414834,0.4,0.8865384615384615,0.9060402684563759,4,CF
0.39952461764273517,0.4375,0.7610738529282056,0.0,0.9980769230769231,0.9319271332694151,4,CF
0.4916666666666667,0.625,0.85,0.0,0.9461538461538461,0.825503355704698,4,CF
0.49955093635157866,0.625,0.8736528090547359,0.0,0.9211538461538461,0.8082454458293384,6,CF
0.526898012166812,0.8125,0.7681940365004358,0.0,0.9384615384615385,0.950143815915628,6,CF
0.8128438052134682,0.75,0.7885314156404046,0.9,0.9865384615384616,0.9079578139980825,6,CF
0.47038514305077933,0.5,0.9111554291523379,0.0,0.8942307692307693,0.8322147651006712,8,CF
0.5758021061297499,0.8125,0.9149063183892499,0.0,0.9884615384615385,0.8053691275167785,8,CF
0.9379762479366412,1.0,0.8139287438099234,1.0,0.9673076923076923,0.8542665388302972,8,CF
0.44427462586748767,0.5625,0.7703238776024629,0.0,0.7365384615384616,0.6768935762224353,4,CF
0.48346886456874333,0.5625,0.7450494508490871,0.1428571428571429,0.7788461538461539,0.8763183125599233,4,CF
0.49163489291702406,0.625,0.8499046787510721,0.0,0.7826923076923077,0.725790987535954,4,CF
0.8309097708015619,0.75,0.9245474942228675,0.8181818181818181,0.8730769230769231,0.7689357622243528,6,CF
0.6261701726862824,0.875,0.6701771847255139,0.33333333333333337,0.8923076923076924,0.9194630872483222,6,CF
0.8128438052134682,0.75,0.7885314156404046,0.9,1.0076923076923077,0.9980824544582934,6,CF
0.47038514305077933,0.5,0.9111554291523379,0.0,0.85,0.8801534036433365,8,CF
0.5555545592203196,0.8125,0.8541636776609587,0.0,0.9038461538461539,0.8533077660594439,8,CF
0.6648724223121572,0.875,0.7862839336031381,0.33333333333333337,1.0134615384615384,0.9683604985618408,8,CF
0.6451363699593685,0.75,0.7854091098781056,0.4,0.7057692307692308,0.6097794822627037,4,CF
0.4600796829519714,0.5625,0.6748819059987713,0.1428571428571429,0.8134615384615385,0.8571428571428571,4,CF
0.4640647368109619,0.625,0.7671942104328858,0.0,0.8384615384615385,0.716203259827421,4,CF
0.8104701424375594,0.7755102040816326,0.827328794659617,0.8285714285714285,0.8461538461538461,0.8533077660594439,6,CF
0.5199851944803562,0.8125,0.7474555834410685,0.0,0.8346153846153846,0.9041227229146692,6,CF
0.822996737099337,0.6875,0.781490211298011,1.0,0.8788461538461538,0.9616490891658677,6,CF
0.47038514305077933,0.5,0.9111554291523379,0.0,0.8961538461538462,0.8053691275167785,8,CF
0.5555545592203196,0.8125,0.8541636776609587,0.0,0.9403846153846154,0.8456375838926175,8,CF
0.6648724223121572,0.875,0.7862839336031381,0.33333333333333337,0.9634615384615385,0.7660594439117929,8,CF
0.6391419222978835,0.75,0.7674257668936506,0.4,0.8192307692307692,0.7766059443911792,4,CF
0.35457089521164326,0.4375,0.6262126856349297,0.0,0.8384615384615385,0.6279961649089166,4,CF
0.5722426609655904,0.6875,0.8292279828967711,0.19999999999999996,0.8384615384615385,0.6845637583892618,4,CF
0.5178770463790756,0.6875,0.8661311391372267,0.0,0.8615384615384616,0.862895493767977,6,CF
0.5122825142324611,0.8125,0.7243475426973831,0.0,0.9096153846153846,0.9683604985618408,6,CF
0.822996737099337,0.6875,0.781490211298011,1.0,0.8480769230769231,1.0047938638542666,6,CF
0.48960898905832195,0.5625,0.9063269671749657,0.0,0.8442307692307692,0.8609779482262704,8,CF
0.5758021061297499,0.8125,0.9149063183892499,0.0,0.975,0.9156279961649089,8,CF
0.6324206923810857,0.75,0.8139287438099234,0.33333333333333337,0.9346153846153846,0.9587727708533078,8,CF
0.5444405648362717,0.6875,0.7458216945088149,0.19999999999999996,0.5403846153846154,0.8763183125599233,4,CF
0.600361334897365,0.5,0.8725125761206665,0.4285714285714286,0.9038461538461539,0.8149568552253116,4,CF
0.4801516895156554,0.4375,0.8029550685469662,0.19999999999999996,0.9403846153846154,0.5474592521572388,4,CF
0.4851606221250789,0.625,0.8304818663752367,0.0,0.8365384615384616,0.7775647171620326,6,CF
0.8089378876605421,0.88,0.7134803296482928,0.8333333333333334,0.8461538461538461,0.8053691275167785,6,CF
0.765637495908614,0.5625,0.7344124877258417,1.0,0.9307692307692308,0.9395973154362416,6,CF
0.47038514305077933,0.5,0.9111554291523379,0.0,0.7615384615384615,0.7794822627037392,8,CF
0.5555545592203196,0.8125,0.8541636776609587,0.0,0.8153846153846154,0.7526366251198466,8,CF
