,Acuracia,Especificidade,Similaridade,grupo
752,0.8125,1.0,0.8719980936184966,SV
753,0.75,0.5,0.8406449734859016,SV
754,0.5625,0.0,0.8661498237841876,SV
755,0.75,0.8695652173913043,0.7765802747153208,SV
756,0.76,0.7857142857142857,0.7930207989565216,SV
757,0.84,0.75,0.7694837640638655,SV
758,0.8333333333333334,0.88,0.7679817174694635,SV
759,0.625,0.5,0.7612352233301865,SV
760,0.5,0.3333333333333333,0.7930420308222019,SV
761,0.9375,1.0,0.7984631382409718,SV
762,0.625,0.0,0.8530570320390477,SV
763,0.75,0.0,0.8258918255501917,SV
764,0.8163265306122449,0.8888888888888888,0.8087457990257881,SV
765,0.6875,0.8,0.7669649888473704,SV
766,0.6875,0.4285714285714286,0.8521955379361243,SV
767,0.7755102040816326,0.868421052631579,0.8440971508067066,SV
768,0.75,0.5,0.8682431421244593,SV
769,0.625,0.0,0.7566185994289497,SV
770,0.625,1.0,0.7249969430114078,SV
771,0.5625,0.0,0.8462049408579267,SV
772,0.75,0.5,0.8557169633109855,SV
773,0.7551020408163265,0.8611111111111112,0.7353160240144463,SV
774,0.625,0.8,0.7747720562400497,SV
775,0.68,0.625,0.8151933134075309,SV
776,0.5,0.4,0.8320502943378437,SV
777,1.0,1.0,0.9723448696087954,SV
778,0.625,0.6666666666666667,0.6909217801308503,SV
779,0.75,1.0,0.7723042798723958,SV
780,0.75,1.0,0.7721873425053443,SV
781,0.7222222222222222,0.8181818181818181,0.8882557953449419,SV
782,0.7551020408163265,0.8333333333333334,0.7825080450574998,SV
783,0.6944444444444444,0.76,0.7745966692414834,SV
784,0.6875,0.5714285714285714,0.8510644963469901,SV
785,0.75,0.8,0.742352312936209,SV
