,Número da Trajetória,Overlap,Tempo 1,Tempo 2,Tempo 3,ID
1136,3,0.0,2019-01-29 17:15:49.719002,2019-01-29 17:15:49.719002,2019-01-29 17:16:04.726998,ID_34
1137,4,0.0,2019-01-29 17:17:13.671001,2019-01-29 17:17:13.671001,2019-01-29 17:17:28.678001,ID_34
1138,5,0.0,2019-01-29 17:18:39.630995,2019-01-29 17:18:39.630995,2019-01-29 17:18:54.636999,ID_34
1139,6,0.0,2019-01-29 17:20:07.581997,2019-01-29 17:20:07.581997,2019-01-29 17:20:22.588001,ID_34
1140,7,0.0,2019-01-29 17:21:32.778004,2019-01-29 17:21:32.778004,2019-01-29 17:21:47.785004,ID_34
1141,8,0.0,2019-01-29 17:22:56.982003,2019-01-29 17:22:56.982003,2019-01-29 17:23:11.989999,ID_34
1142,9,0.0,2019-01-29 17:24:21.181999,2019-01-29 17:24:21.181999,2019-01-29 17:24:36.188003,ID_34
1143,1,0.25,2019-01-29 17:25:46.132001,2019-01-29 17:25:46.132001,2019-01-29 17:26:01.141003,ID_34
1144,2,0.25,2019-01-29 17:27:16.083998,2019-01-29 17:27:16.083998,2019-01-29 17:27:31.092003,ID_34
1145,3,0.25,2019-01-29 17:28:42.786002,2019-01-29 17:28:42.786002,2019-01-29 17:28:57.793002,ID_34
1146,4,0.25,2019-01-29 17:30:06.367001,2019-01-29 17:30:06.120995,2019-01-29 17:30:21.373005,ID_34
1147,5,0.25,2019-01-29 17:31:32.701998,2019-01-29 17:31:32.456003,2019-01-29 17:31:47.706996,ID_34
1148,6,0.25,2019-01-29 17:32:58.156001,2019-01-29 17:32:58.156001,2019-01-29 17:33:13.162005,ID_34
1149,7,0.25,2019-01-29 17:34:21.361997,2019-01-29 17:34:21.361997,2019-01-29 17:34:36.368001,ID_34
1150,8,0.25,2019-01-29 17:35:45.324004,2019-01-29 17:35:45.079004,2019-01-29 17:36:00.331003,ID_34
1151,9,0.25,2019-01-29 17:37:11.657995,2019-01-29 17:37:11.412000,2019-01-29 17:37:26.665005,ID_34
1152,1,0.5,2019-01-29 17:38:38.367000,2019-01-29 17:38:38.367000,2019-01-29 17:38:53.374000,ID_34
1153,2,0.5,2019-01-29 17:40:08.451997,2019-01-29 17:40:08.206997,2019-01-29 17:40:23.458997,ID_34
1154,3,0.5,2019-01-29 17:41:34.032995,2019-01-29 17:41:33.789002,2019-01-29 17:41:49.041001,ID_34
1155,4,0.5,2019-01-29 17:42:59.621004,2019-01-29 17:42:59.376005,2019-01-29 17:43:14.628004,ID_34
1156,5,0.5,2019-01-29 17:44:28.336999,2019-01-29 17:44:28.336999,2019-01-29 17:44:43.343003,ID_34
1157,6,0.5,2019-01-29 17:45:56.297002,2019-01-29 17:45:56.297002,2019-01-29 17:46:11.302996,ID_34
1158,7,0.5,2019-01-29 17:47:21.638000,2019-01-29 17:47:21.393000,2019-01-29 17:47:36.644004,ID_34
1159,8,0.5,2019-01-29 17:48:46.353996,2019-01-29 17:48:46.353996,2019-01-29 17:49:01.360000,ID_34
1160,9,0.5,2019-01-29 17:50:13.320000,2019-01-29 17:50:13.320000,2019-01-29 17:50:28.326999,ID_34
1161,1,0.0,2019-01-29 17:13:27.511003,2019-01-29 17:13:27.511003,2019-01-29 17:13:42.523997,ID_34
1162,2,0.0,2019-01-29 17:14:53.040000,2019-01-29 17:14:52.795996,2019-01-29 17:15:08.049997,ID_34
1163,3,0.0,2019-01-29 17:16:17.621003,2019-01-29 17:16:17.621003,2019-01-29 17:16:32.626001,ID_34
1164,4,0.0,2019-01-29 17:17:41.820999,2019-01-29 17:17:41.820999,2019-01-29 17:17:56.827999,ID_34
1165,5,0.0,2019-01-29 17:19:09.282001,2019-01-29 17:19:09.282001,2019-01-29 17:19:24.287995,ID_34
1166,6,0.0,2019-01-29 17:20:36.230001,2019-01-29 17:20:36.230001,2019-01-29 17:20:51.236005,ID_34
1167,7,0.0,2019-01-29 17:22:00.676998,2019-01-29 17:22:00.676998,2019-01-29 17:22:15.683998,ID_34
1168,8,0.0,2019-01-29 17:23:25.382996,2019-01-29 17:23:25.382996,2019-01-29 17:23:40.389996,ID_34
1169,9,0.0,2019-01-29 17:24:48.580000,2019-01-29 17:24:48.580000,2019-01-29 17:25:03.587995,ID_34
1170,1,0.25,2019-01-29 17:26:16.284000,2019-01-29 17:26:16.284000,2019-01-29 17:26:31.290004,ID_34
1171,2,0.25,2019-01-29 17:27:45.735004,2019-01-29 17:27:45.735004,2019-01-29 17:28:00.742003,ID_34
1172,3,0.25,2019-01-29 17:29:10.189001,2019-01-29 17:29:10.189001,2019-01-29 17:29:25.194995,ID_34
1173,4,0.25,2019-01-29 17:30:35.142997,2019-01-29 17:30:34.897997,2019-01-29 17:30:50.149996,ID_34
1174,5,0.25,2019-01-29 17:32:01.478004,2019-01-29 17:32:01.233004,2019-01-29 17:32:16.485004,ID_34
1175,6,0.25,2019-01-29 17:33:26.056996,2019-01-29 17:33:26.056996,2019-01-29 17:33:41.065002,ID_34
1176,7,0.25,2019-01-29 17:34:48.768004,2019-01-29 17:34:48.768004,2019-01-29 17:35:03.773998,ID_34
1177,8,0.25,2019-01-29 17:36:14.475998,2019-01-29 17:36:14.230998,2019-01-29 17:36:29.482002,ID_34
1178,9,0.25,2019-01-29 17:37:39.687002,2019-01-29 17:37:39.442003,2019-01-29 17:37:54.692996,ID_34
1179,1,0.5,2019-01-29 17:39:09.022999,2019-01-29 17:39:09.022999,2019-01-29 17:39:24.029003,ID_34
1180,2,0.5,2019-01-29 17:40:37.228999,2019-01-29 17:40:36.983999,2019-01-29 17:40:52.235998,ID_34
1181,3,0.5,2019-01-29 17:42:02.062002,2019-01-29 17:42:01.815997,2019-01-29 17:42:17.067996,ID_34
1182,4,0.5,2019-01-29 17:43:29.150003,2019-01-29 17:43:28.905004,2019-01-29 17:43:44.157003,ID_34
1183,5,0.5,2019-01-29 17:44:57.991002,2019-01-29 17:44:57.991002,2019-01-29 17:45:12.996996,ID_34
1184,6,0.5,2019-01-29 17:46:24.949995,2019-01-29 17:46:24.949995,2019-01-29 17:46:39.957005,ID_34
1185,7,0.5,2019-01-29 17:47:49.670004,2019-01-29 17:47:49.423999,2019-01-29 17:48:04.675998,ID_34
1186,8,0.5,2019-01-29 17:49:15.008005,2019-01-29 17:49:15.008005,2019-01-29 17:49:30.013998,ID_34
1187,9,0.5,2019-01-29 17:50:42.976005,2019-01-29 17:50:42.976005,2019-01-29 17:50:57.984000,ID_34
1188,1,0.0,2019-01-29 17:13:55.466001,2019-01-29 17:13:55.466001,2019-01-29 17:14:10.477004,ID_34
1189,2,0.0,2019-01-29 17:15:21.817997,2019-01-29 17:15:21.572997,2019-01-29 17:15:36.824996,ID_34
1190,3,0.0,2019-01-29 17:16:45.519001,2019-01-29 17:16:45.519001,2019-01-29 17:17:00.526997,ID_34
1191,4,0.0,2019-01-29 17:18:09.974005,2019-01-29 17:18:09.974005,2019-01-29 17:18:24.982000,ID_34
1192,5,0.0,2019-01-29 17:19:38.932001,2019-01-29 17:19:38.932001,2019-01-29 17:19:53.939001,ID_34
1193,6,0.0,2019-01-29 17:21:04.876999,2019-01-29 17:21:04.876999,2019-01-29 17:21:19.885004,ID_34
1194,7,0.0,2019-01-29 17:22:28.581997,2019-01-29 17:22:28.581997,2019-01-29 17:22:43.588996,ID_34
1195,8,0.0,2019-01-29 17:23:53.783003,2019-01-29 17:23:53.783003,2019-01-29 17:24:08.790003,ID_34
1196,9,0.0,2019-01-29 17:25:15.980002,2019-01-29 17:25:15.980002,2019-01-29 17:25:30.987002,ID_34
1197,1,0.25,2019-01-29 17:26:46.433002,2019-01-29 17:26:46.433002,2019-01-29 17:27:01.440997,ID_34
1198,2,0.25,2019-01-29 17:28:15.385004,2019-01-29 17:28:15.385004,2019-01-29 17:28:30.392004,ID_34
1199,3,0.25,2019-01-29 17:29:37.590000,2019-01-29 17:29:37.590995,2019-01-29 17:29:52.596999,ID_34
1200,4,0.25,2019-01-29 17:31:03.922995,2019-01-29 17:31:03.677996,2019-01-29 17:31:18.929995,ID_34
1201,5,0.25,2019-01-29 17:32:30.254000,2019-01-29 17:32:30.008004,2019-01-29 17:32:45.260999,ID_34
1202,6,0.25,2019-01-29 17:33:53.960999,2019-01-29 17:33:53.960999,2019-01-29 17:34:08.967003,ID_34
1203,7,0.25,2019-01-29 17:35:16.171999,2019-01-29 17:35:16.171999,2019-01-29 17:35:31.178003,ID_34
1204,8,0.25,2019-01-29 17:36:43.628002,2019-01-29 17:36:43.383003,2019-01-29 17:36:58.635002,ID_34
1205,9,0.25,2019-01-29 17:38:07.713998,2019-01-29 17:38:07.470004,2019-01-29 17:38:22.722999,ID_34
1206,1,0.5,2019-01-29 17:39:39.674000,2019-01-29 17:39:39.674000,2019-01-29 17:39:54.681000,ID_34
1207,2,0.5,2019-01-29 17:41:06.006996,2019-01-29 17:41:05.761996,2019-01-29 17:41:21.013000,ID_34
1208,3,0.5,2019-01-29 17:42:30.091000,2019-01-29 17:42:29.846996,2019-01-29 17:42:45.097999,ID_34
1209,4,0.5,2019-01-29 17:43:58.682000,2019-01-29 17:43:58.436004,2019-01-29 17:44:13.688003,ID_34
1210,5,0.5,2019-01-29 17:45:27.643004,2019-01-29 17:45:27.643004,2019-01-29 17:45:42.650003,ID_34
1211,6,0.5,2019-01-29 17:46:53.607001,2019-01-29 17:46:53.607001,2019-01-29 17:47:08.612995,ID_34
1212,7,0.5,2019-01-29 17:48:17.699001,2019-01-29 17:48:17.454002,2019-01-29 17:48:32.704995,ID_34
1213,8,0.5,2019-01-29 17:49:43.662999,2019-01-29 17:49:43.662999,2019-01-29 17:49:58.669999,ID_34
1214,9,0.5,2019-01-29 17:51:12.632995,2019-01-29 17:51:12.632995,2019-01-29 17:51:27.640005,ID_34
1215,1,0.0,2019-01-31 09:34:50.560004,2019-01-31 09:34:50.560004,2019-01-31 09:35:05.586004,ID_37
1216,2,0.0,2019-01-31 09:36:16.137995,2019-01-31 09:36:16.137995,2019-01-31 09:36:31.146001,ID_37
1217,3,0.0,2019-01-31 09:37:44.095002,2019-01-31 09:37:44.095002,2019-01-31 09:37:59.102001,ID_37
1218,4,0.0,2019-01-31 09:39:10.926003,2019-01-31 09:39:10.681004,2019-01-31 09:39:25.933003,ID_37
1219,5,0.0,2019-01-31 09:40:38.005002,2019-01-31 09:40:37.760998,2019-01-31 09:40:53.012002,ID_37
1220,6,0.0,2019-01-31 09:42:04.720997,2019-01-31 09:42:04.720997,2019-01-31 09:42:19.727001,ID_37
1221,7,0.0,2019-01-31 09:43:34.800995,2019-01-31 09:43:34.555996,2019-01-31 09:43:49.808005,ID_37
1222,8,0.0,2019-01-31 09:45:01.122002,2019-01-31 09:45:00.877002,2019-01-31 09:45:16.129001,ID_37
1223,9,0.0,2019-01-31 09:46:28.322001,2019-01-31 09:46:28.322001,2019-01-31 09:46:43.329997,ID_37
1224,1,0.25,2019-01-31 09:47:57.277996,2019-01-31 09:47:57.277996,2019-01-31 09:48:12.284996,ID_37
1225,2,0.25,2019-01-31 09:49:23.980000,2019-01-31 09:49:23.980000,2019-01-31 09:49:38.986004,ID_37
1226,3,0.25,2019-01-31 09:50:47.184005,2019-01-31 09:50:47.184005,2019-01-31 09:51:02.191005,ID_37
1227,4,0.25,2019-01-31 09:52:12.140002,2019-01-31 09:52:12.140002,2019-01-31 09:52:27.147001,ID_37
1228,5,0.25,2019-01-31 09:53:36.349996,2019-01-31 09:53:36.349996,2019-01-31 09:53:51.356995,ID_37
1229,6,0.25,2019-01-31 09:54:59.546999,2019-01-31 09:54:59.546999,2019-01-31 09:55:14.555005,ID_37
1230,7,0.25,2019-01-31 09:56:23.132998,2019-01-31 09:56:22.887002,2019-01-31 09:56:38.139001,ID_37
1231,8,0.25,2019-01-31 09:57:49.333003,2019-01-31 09:57:49.333003,2019-01-31 09:58:04.338997,ID_37
1232,9,0.25,2019-01-31 09:59:14.538002,2019-01-31 09:59:14.538002,2019-01-31 09:59:29.545998,ID_37
1233,1,0.5,2019-01-31 10:00:38.999001,2019-01-31 10:00:38.999001,2019-01-31 10:00:54.003999,ID_37
1234,2,0.5,2019-01-31 10:02:05.984005,2019-01-31 10:02:05.984005,2019-01-31 10:02:20.991004,ID_37
1235,3,0.5,2019-01-31 10:03:34.440002,2019-01-31 10:03:34.193997,2019-01-31 10:03:49.445996,ID_37
1236,4,0.5,2019-01-31 10:05:00.651001,2019-01-31 10:05:00.651001,2019-01-31 10:05:15.656995,ID_37
1237,5,0.5,2019-01-31 10:06:25.245996,2019-01-31 10:06:25.000996,2019-01-31 10:06:40.252996,ID_37
1238,6,0.5,2019-01-31 10:07:52.972004,2019-01-31 10:07:52.972004,2019-01-31 10:08:07.979999,ID_37
1239,7,0.5,2019-01-31 10:09:20.696000,2019-01-31 10:09:20.696000,2019-01-31 10:09:35.703000,ID_37
1240,8,0.5,2019-01-31 10:10:43.551002,2019-01-31 10:10:43.304997,2019-01-31 10:10:58.556996,ID_37
1241,9,0.5,2019-01-31 10:12:07.643998,2019-01-31 10:12:07.398998,2019-01-31 10:12:22.652003,ID_37
1242,1,0.0,2019-01-31 09:35:18.517004,2019-01-31 09:35:18.517004,2019-01-31 09:35:33.529999,ID_37
1243,2,0.0,2019-01-31 09:36:45.791999,2019-01-31 09:36:45.791999,2019-01-31 09:37:00.801000,ID_37
1244,3,0.0,2019-01-31 09:38:12.744001,2019-01-31 09:38:12.744001,2019-01-31 09:38:27.751001,ID_37
1245,4,0.0,2019-01-31 09:39:40.452005,2019-01-31 09:39:40.206995,2019-01-31 09:39:55.457999,ID_37
1246,5,0.0,2019-01-31 09:41:06.038998,2019-01-31 09:41:05.793998,2019-01-31 09:41:21.045002,ID_37
1247,6,0.0,2019-01-31 09:42:35.376001,2019-01-31 09:42:35.376001,2019-01-31 09:42:50.383996,ID_37
1248,7,0.0,2019-01-31 09:44:03.579002,2019-01-31 09:44:03.332997,2019-01-31 09:44:18.584001,ID_37
1249,8,0.0,2019-01-31 09:45:29.899003,2019-01-31 09:45:29.654003,2019-01-31 09:45:44.906003,ID_37
1250,9,0.0,2019-01-31 09:46:57.974999,2019-01-31 09:46:57.974999,2019-01-31 09:47:12.984000,ID_37
1251,1,0.25,2019-01-31 09:48:26.929002,2019-01-31 09:48:26.929002,2019-01-31 09:48:41.936002,ID_37
1252,2,0.25,2019-01-31 09:49:51.383996,2019-01-31 09:49:51.383996,2019-01-31 09:50:06.390000,ID_37
1253,3,0.25,2019-01-31 09:51:15.582000,2019-01-31 09:51:15.582000,2019-01-31 09:51:30.589000,ID_37
1254,4,0.25,2019-01-31 09:52:40.290000,2019-01-31 09:52:40.290000,2019-01-31 09:52:55.297995,ID_37
1255,5,0.25,2019-01-31 09:54:04.249995,2019-01-31 09:54:04.249995,2019-01-31 09:54:19.257005,ID_37
1256,6,0.25,2019-01-31 09:55:26.951005,2019-01-31 09:55:26.951005,2019-01-31 09:55:41.958005,ID_37
1257,7,0.25,2019-01-31 09:56:51.905996,2019-01-31 09:56:51.660996,2019-01-31 09:57:06.912995,ID_37
1258,8,0.25,2019-01-31 09:58:17.987997,2019-01-31 09:58:17.987997,2019-01-31 09:58:32.994997,ID_37
1259,9,0.25,2019-01-31 09:59:42.440003,2019-01-31 09:59:42.440003,2019-01-31 09:59:57.445997,ID_37
1260,1,0.5,2019-01-31 10:01:07.669002,2019-01-31 10:01:07.669002,2019-01-31 10:01:22.676997,ID_37
1261,2,0.5,2019-01-31 10:02:35.635996,2019-01-31 10:02:35.635996,2019-01-31 10:02:50.642996,ID_37
1262,3,0.5,2019-01-31 10:04:03.595004,2019-01-31 10:04:03.350004,2019-01-31 10:04:18.600002,ID_37
1263,4,0.5,2019-01-31 10:05:28.553002,2019-01-31 10:05:28.553002,2019-01-31 10:05:43.560002,ID_37
1264,5,0.5,2019-01-31 10:06:54.027001,2019-01-31 10:06:53.782001,2019-01-31 10:07:09.034000,ID_37
1265,6,0.5,2019-01-31 10:08:23.131999,2019-01-31 10:08:23.131999,2019-01-31 10:08:38.138003,ID_37
1266,7,0.5,2019-01-31 10:09:48.103998,2019-01-31 10:09:48.103998,2019-01-31 10:10:03.110002,ID_37
1267,8,0.5,2019-01-31 10:11:11.582001,2019-01-31 10:11:11.335995,2019-01-31 10:11:26.589996,ID_37
1268,9,0.5,2019-01-31 10:12:35.681001,2019-01-31 10:12:35.436002,2019-01-31 10:12:50.686995,ID_37
1269,1,0.0,2019-01-31 09:35:46.475996,2019-01-31 09:35:46.475996,2019-01-31 09:36:01.486003,ID_37
1270,2,0.0,2019-01-31 09:37:15.446002,2019-01-31 09:37:15.446002,2019-01-31 09:37:30.451996,ID_37
1271,3,0.0,2019-01-31 09:38:41.391995,2019-01-31 09:38:41.391995,2019-01-31 09:38:56.397999,ID_37
1272,4,0.0,2019-01-31 09:40:09.974003,2019-01-31 09:40:09.727998,2019-01-31 09:40:24.979997,ID_37
1273,5,0.0,2019-01-31 09:41:34.066999,2019-01-31 09:41:33.821999,2019-01-31 09:41:49.075005,ID_37
1274,6,0.0,2019-01-31 09:43:06.025995,2019-01-31 09:43:06.025995,2019-01-31 09:43:21.032995,ID_37
1275,7,0.0,2019-01-31 09:44:32.351005,2019-01-31 09:44:32.104999,2019-01-31 09:44:47.356999,ID_37
1276,8,0.0,2019-01-31 09:45:58.672997,2019-01-31 09:45:58.427002,2019-01-31 09:46:13.679997,ID_37
1277,9,0.0,2019-01-31 09:47:27.629998,2019-01-31 09:47:27.629998,2019-01-31 09:47:42.636998,ID_37
1278,1,0.25,2019-01-31 09:48:56.579002,2019-01-31 09:48:56.579002,2019-01-31 09:49:11.586002,ID_37
1279,2,0.25,2019-01-31 09:50:18.783002,2019-01-31 09:50:18.783002,2019-01-31 09:50:33.790002,ID_37
1280,3,0.25,2019-01-31 09:51:43.979995,2019-01-31 09:51:43.979995,2019-01-31 09:51:58.986995,ID_37
1281,4,0.25,2019-01-31 09:53:08.442000,2019-01-31 09:53:08.442000,2019-01-31 09:53:23.448004,ID_37
1282,5,0.25,2019-01-31 09:54:32.150005,2019-01-31 09:54:32.150005,2019-01-31 09:54:47.155998,ID_37
1283,6,0.25,2019-01-31 09:55:54.350997,2019-01-31 09:55:54.350997,2019-01-31 09:56:09.357997,ID_37
1284,7,0.25,2019-01-31 09:57:20.682001,2019-01-31 09:57:20.437002,2019-01-31 09:57:35.689001,ID_37
1285,8,0.25,2019-01-31 09:58:46.638003,2019-01-31 09:58:46.638003,2019-01-31 09:59:01.643997,ID_37
1286,9,0.25,2019-01-31 10:00:10.343000,2019-01-31 10:00:10.343000,2019-01-31 10:00:25.349004,ID_37
1287,1,0.5,2019-01-31 10:01:36.323001,2019-01-31 10:01:36.323001,2019-01-31 10:01:51.330996,ID_37
1288,2,0.5,2019-01-31 10:03:05.287002,2019-01-31 10:03:05.287002,2019-01-31 10:03:20.292996,ID_37
1289,3,0.5,2019-01-31 10:04:32.749996,2019-01-31 10:04:32.504000,2019-01-31 10:04:47.755004,ID_37
1290,4,0.5,2019-01-31 10:05:56.460002,2019-01-31 10:05:56.460002,2019-01-31 10:06:11.467002,ID_37
1291,5,0.5,2019-01-31 10:07:22.811003,2019-01-31 10:07:22.566999,2019-01-31 10:07:37.818998,ID_37
1292,6,0.5,2019-01-31 10:08:53.285004,2019-01-31 10:08:53.285004,2019-01-31 10:09:08.290998,ID_37
1293,7,0.5,2019-01-31 10:10:15.513003,2019-01-31 10:10:15.513003,2019-01-31 10:10:30.520003,ID_37
1294,8,0.5,2019-01-31 10:11:39.612004,2019-01-31 10:11:39.367004,2019-01-31 10:11:54.619999,ID_37
1295,9,0.5,2019-01-31 10:13:03.716003,2019-01-31 10:13:03.471004,2019-01-31 10:13:18.723003,ID_37
