,Número da Trajetória,Overlap,Tempo 1,Tempo 2,Tempo 3,ID
454,5,0.5,2019-01-25 10:28:51.573998,2019-01-25 10:28:51.328999,2019-01-25 10:29:06.580002,ID_31
455,6,0.5,2019-01-25 10:30:20.678001,2019-01-25 10:30:20.678001,2019-01-25 10:30:35.685001,ID_31
456,7,0.5,2019-01-25 10:31:45.647003,2019-01-25 10:31:45.647003,2019-01-25 10:32:00.654003,ID_31
457,8,0.5,2019-01-25 10:33:09.109002,2019-01-25 10:33:08.862997,2019-01-25 10:33:24.114996,ID_31
458,9,0.5,2019-01-25 10:34:33.199997,2019-01-25 10:34:32.954997,2019-01-25 10:34:48.206001,ID_31
459,1,0.0,2019-01-25 09:57:44.026996,2019-01-25 09:57:44.026996,2019-01-25 09:57:59.035998,ID_31
460,2,0.0,2019-01-25 09:59:12.999004,2019-01-25 09:59:12.999004,2019-01-25 09:59:28.006004,ID_31
461,3,0.0,2019-01-25 10:00:38.946999,2019-01-25 10:00:38.946999,2019-01-25 10:00:53.955005,ID_31
462,4,0.0,2019-01-25 10:02:07.535002,2019-01-25 10:02:07.288996,2019-01-25 10:02:22.540996,ID_31
463,5,0.0,2019-01-25 10:03:31.608998,2019-01-25 10:03:31.365004,2019-01-25 10:03:46.617003,ID_31
464,6,0.0,2019-01-25 10:05:03.566002,2019-01-25 10:05:03.566002,2019-01-25 10:05:18.573002,ID_31
465,7,0.0,2019-01-25 10:06:29.893004,2019-01-25 10:06:29.649000,2019-01-25 10:06:44.900999,ID_31
466,8,0.0,2019-01-25 10:07:56.221000,2019-01-25 10:07:55.976001,2019-01-25 10:08:11.225998,ID_31
467,9,0.0,2019-01-25 10:09:25.164996,2019-01-25 10:09:25.164996,2019-01-25 10:09:40.171000,ID_31
468,1,0.25,2019-01-25 10:10:54.111999,2019-01-25 10:10:54.111999,2019-01-25 10:11:09.118999,ID_31
469,2,0.25,2019-01-25 10:12:16.323995,2019-01-25 10:12:16.323995,2019-01-25 10:12:31.331005,ID_31
470,3,0.25,2019-01-25 10:13:41.523996,2019-01-25 10:13:41.523996,2019-01-25 10:13:56.530000,ID_31
471,4,0.25,2019-01-25 10:15:05.983998,2019-01-25 10:15:05.983998,2019-01-25 10:15:20.990998,ID_31
472,5,0.25,2019-01-25 10:16:29.685998,2019-01-25 10:16:29.685998,2019-01-25 10:16:44.692998,ID_31
473,6,0.25,2019-01-25 10:17:51.894997,2019-01-25 10:17:51.894997,2019-01-25 10:18:06.901001,ID_31
474,7,0.25,2019-01-25 10:19:18.221003,2019-01-25 10:19:17.974997,2019-01-25 10:19:33.228998,ID_31
475,8,0.25,2019-01-25 10:20:44.194998,2019-01-25 10:20:44.194998,2019-01-25 10:20:59.201998,ID_31
476,9,0.25,2019-01-25 10:22:07.913997,2019-01-25 10:22:07.913997,2019-01-25 10:22:22.920001,ID_31
477,1,0.5,2019-01-25 10:23:33.879996,2019-01-25 10:23:33.879996,2019-01-25 10:23:48.886000,ID_31
478,2,0.5,2019-01-25 10:25:02.846995,2019-01-25 10:25:02.846995,2019-01-25 10:25:17.854005,ID_31
479,3,0.5,2019-01-25 10:26:30.307001,2019-01-25 10:26:30.060996,2019-01-25 10:26:45.312995,ID_31
480,4,0.5,2019-01-25 10:27:54.014001,2019-01-25 10:27:54.014001,2019-01-25 10:28:09.021000,ID_31
481,5,0.5,2019-01-25 10:29:20.367002,2019-01-25 10:29:20.120997,2019-01-25 10:29:35.372000,ID_31
482,6,0.5,2019-01-25 10:30:50.836005,2019-01-25 10:30:50.836005,2019-01-25 10:31:05.843004,ID_31
483,7,0.5,2019-01-25 10:32:13.052004,2019-01-25 10:32:13.052004,2019-01-25 10:32:28.057998,ID_31
484,8,0.5,2019-01-25 10:33:37.135998,2019-01-25 10:33:36.892004,2019-01-25 10:33:52.142998,ID_31
485,9,0.5,2019-01-25 10:35:01.232001,2019-01-25 10:35:00.985996,2019-01-25 10:35:16.236999,ID_31
486,1,0.0,2019-01-30 11:41:26.900003,2019-01-30 11:41:26.655999,2019-01-30 11:41:41.912997,ID_36
487,2,0.0,2019-01-30 11:42:50.921997,2019-01-30 11:42:50.921997,2019-01-30 11:43:05.930998,ID_36
488,3,0.0,2019-01-30 11:44:14.633995,2019-01-30 11:44:14.633995,2019-01-30 11:44:29.639999,ID_36
489,4,0.0,2019-01-30 11:45:40.588005,2019-01-30 11:45:40.588005,2019-01-30 11:45:55.593999,ID_36
490,5,0.0,2019-01-30 11:47:09.674999,2019-01-30 11:47:09.429004,2019-01-30 11:47:24.681999,ID_36
491,6,0.0,2019-01-30 11:48:35.388002,2019-01-30 11:48:35.388002,2019-01-30 11:48:50.393996,ID_36
492,7,0.0,2019-01-30 11:50:00.472996,2019-01-30 11:50:00.227997,2019-01-30 11:50:15.479000,ID_36
493,8,0.0,2019-01-30 11:51:26.435002,2019-01-30 11:51:26.435002,2019-01-30 11:51:41.442002,ID_36
494,9,0.0,2019-01-30 11:52:52.898002,2019-01-30 11:52:52.898002,2019-01-30 11:53:07.905001,ID_36
495,1,0.25,2019-01-30 11:54:20.980998,2019-01-30 11:54:20.737004,2019-01-30 11:54:35.987002,ID_36
496,2,0.25,2019-01-30 11:55:47.196996,2019-01-30 11:55:47.196996,2019-01-30 11:56:02.203000,ID_36
497,3,0.25,2019-01-30 11:57:13.159998,2019-01-30 11:57:13.159998,2019-01-30 11:57:28.168003,ID_36
498,4,0.25,2019-01-30 11:58:38.518004,2019-01-30 11:58:38.273004,2019-01-30 11:58:53.525003,ID_36
499,5,0.25,2019-01-30 12:00:03.773003,2019-01-30 12:00:03.526998,2019-01-30 12:00:18.778997,ID_36
500,6,0.25,2019-01-30 12:01:29.998999,2019-01-30 12:01:29.998999,2019-01-30 12:01:45.005003,ID_36
501,7,0.25,2019-01-30 12:02:54.585002,2019-01-30 12:02:54.340002,2019-01-30 12:03:09.590995,ID_36
502,8,0.25,2019-01-30 12:04:20.801995,2019-01-30 12:04:20.801995,2019-01-30 12:04:35.807999,ID_36
503,9,0.25,2019-01-30 12:05:47.765997,2019-01-30 12:05:47.765997,2019-01-30 12:06:02.772001,ID_36
504,1,0.5,2019-01-30 12:07:17.740001,2019-01-30 12:07:17.740001,2019-01-30 12:07:32.747001,ID_36
505,2,0.5,2019-01-30 12:08:46.462001,2019-01-30 12:08:46.462001,2019-01-30 12:09:01.469000,ID_36
506,3,0.5,2019-01-30 12:10:10.922003,2019-01-30 12:10:10.922003,2019-01-30 12:10:25.927001,ID_36
507,4,0.5,2019-01-30 12:11:39.756997,2019-01-30 12:11:39.511997,2019-01-30 12:11:54.763997,ID_36
508,5,0.5,2019-01-30 12:13:08.480002,2019-01-30 12:13:08.480002,2019-01-30 12:13:23.487002,ID_36
509,6,0.5,2019-01-30 12:14:35.706998,2019-01-30 12:14:35.706998,2019-01-30 12:14:50.715004,ID_36
510,7,0.5,2019-01-30 12:15:58.935002,2019-01-30 12:15:58.935002,2019-01-30 12:16:13.942002,ID_36
511,8,0.5,2019-01-30 12:17:21.158998,2019-01-30 12:17:21.158998,2019-01-30 12:17:36.165002,ID_36
512,9,0.5,2019-01-30 12:18:44.006004,2019-01-30 12:18:43.761004,2019-01-30 12:18:59.013003,ID_36
513,1,0.0,2019-01-30 11:41:54.976002,2019-01-30 11:41:54.731002,2019-01-30 11:42:09.983997,ID_36
514,2,0.0,2019-01-30 11:43:18.823998,2019-01-30 11:43:18.823998,2019-01-30 11:43:33.830998,ID_36
515,3,0.0,2019-01-30 11:44:42.535996,2019-01-30 11:44:42.535996,2019-01-30 11:44:57.542000,ID_36
516,4,0.0,2019-01-30 11:46:10.738998,2019-01-30 11:46:10.738998,2019-01-30 11:46:25.745998,ID_36
517,5,0.0,2019-01-30 11:47:38.454998,2019-01-30 11:47:38.209998,2019-01-30 11:47:53.463999,ID_36
518,6,0.0,2019-01-30 11:49:03.540998,2019-01-30 11:49:03.540998,2019-01-30 11:49:18.547997,ID_36
519,7,0.0,2019-01-30 11:50:29.252995,2019-01-30 11:50:29.007996,2019-01-30 11:50:44.260005,ID_36
520,8,0.0,2019-01-30 11:51:54.842996,2019-01-30 11:51:54.842996,2019-01-30 11:52:09.851001,ID_36
521,9,0.0,2019-01-30 11:53:22.550003,2019-01-30 11:53:22.550003,2019-01-30 11:53:37.557003,ID_36
522,1,0.25,2019-01-30 11:54:49.757004,2019-01-30 11:54:49.510998,2019-01-30 11:55:04.762997,ID_36
523,2,0.25,2019-01-30 11:56:15.847997,2019-01-30 11:56:15.847997,2019-01-30 11:56:30.854997,ID_36
524,3,0.25,2019-01-30 11:57:41.825996,2019-01-30 11:57:41.825996,2019-01-30 11:57:56.832996,ID_36
525,4,0.25,2019-01-30 11:59:06.542998,2019-01-30 11:59:06.299004,2019-01-30 11:59:21.549002,ID_36
526,5,0.25,2019-01-30 12:00:32.926003,2019-01-30 12:00:32.681004,2019-01-30 12:00:47.933003,ID_36
527,6,0.25,2019-01-30 12:01:57.901996,2019-01-30 12:01:57.903002,2019-01-30 12:02:12.908000,ID_36
528,7,0.25,2019-01-30 12:03:23.360997,2019-01-30 12:03:23.117003,2019-01-30 12:03:38.367997,ID_36
529,8,0.25,2019-01-30 12:04:49.454002,2019-01-30 12:04:49.454002,2019-01-30 12:05:04.459996,ID_36
530,9,0.25,2019-01-30 12:06:17.425995,2019-01-30 12:06:17.425995,2019-01-30 12:06:32.432995,ID_36
531,1,0.5,2019-01-30 12:07:48.398998,2019-01-30 12:07:48.398998,2019-01-30 12:08:03.405002,ID_36
532,2,0.5,2019-01-30 12:09:13.865996,2019-01-30 12:09:13.865996,2019-01-30 12:09:28.872000,ID_36
533,3,0.5,2019-01-30 12:10:40.572999,2019-01-30 12:10:40.572999,2019-01-30 12:10:55.579003,ID_36
534,4,0.5,2019-01-30 12:12:09.284004,2019-01-30 12:12:09.039005,2019-01-30 12:12:24.291004,ID_36
535,5,0.5,2019-01-30 12:13:38.139004,2019-01-30 12:13:38.139004,2019-01-30 12:13:53.146004,ID_36
536,6,0.5,2019-01-30 12:15:03.616000,2019-01-30 12:15:03.616000,2019-01-30 12:15:18.622004,ID_36
537,7,0.5,2019-01-30 12:16:26.343000,2019-01-30 12:16:26.343000,2019-01-30 12:16:41.347999,ID_36
538,8,0.5,2019-01-30 12:17:48.566000,2019-01-30 12:17:48.566000,2019-01-30 12:18:03.572004,ID_36
539,9,0.5,2019-01-30 12:19:12.039004,2019-01-30 12:19:11.794004,2019-01-30 12:19:27.046003,ID_36
540,1,0.0,2019-01-30 11:42:23.011004,2019-01-30 11:42:22.766004,2019-01-30 11:42:38.018003,ID_36
541,2,0.0,2019-01-30 11:43:46.725999,2019-01-30 11:43:46.725999,2019-01-30 11:44:01.732999,ID_36
542,3,0.0,2019-01-30 11:45:10.435996,2019-01-30 11:45:10.435996,2019-01-30 11:45:25.441004,ID_36
543,4,0.0,2019-01-30 11:46:40.894004,2019-01-30 11:46:40.894004,2019-01-30 11:46:55.901004,ID_36
544,5,0.0,2019-01-30 11:48:07.236998,2019-01-30 11:48:06.991999,2019-01-30 11:48:22.243998,ID_36
545,6,0.0,2019-01-30 11:49:31.694003,2019-01-30 11:49:31.694003,2019-01-30 11:49:46.701003,ID_36
546,7,0.0,2019-01-30 11:50:58.031002,2019-01-30 11:50:57.786003,2019-01-30 11:51:13.036996,ID_36
547,8,0.0,2019-01-30 11:52:23.246000,2019-01-30 11:52:23.246000,2019-01-30 11:52:38.253000,ID_36
548,9,0.0,2019-01-30 11:53:52.202005,2019-01-30 11:53:52.202005,2019-01-30 11:54:07.207999,ID_36
549,1,0.25,2019-01-30 11:55:18.537998,2019-01-30 11:55:18.292999,2019-01-30 11:55:33.544998,ID_36
550,2,0.25,2019-01-30 11:56:44.503002,2019-01-30 11:56:44.503002,2019-01-30 11:56:59.510001,ID_36
551,3,0.25,2019-01-30 11:58:10.485999,2019-01-30 11:58:10.485999,2019-01-30 11:58:25.494005,ID_36
552,4,0.25,2019-01-30 11:59:34.620003,2019-01-30 11:59:34.375003,2019-01-30 11:59:49.627003,ID_36
553,5,0.25,2019-01-30 12:01:02.093005,2019-01-30 12:01:01.848005,2019-01-30 12:01:17.101000,ID_36
554,6,0.25,2019-01-30 12:02:25.805003,2019-01-30 12:02:25.805003,2019-01-30 12:02:40.810997,ID_36
555,7,0.25,2019-01-30 12:03:52.144003,2019-01-30 12:03:51.897998,2019-01-30 12:04:07.149997,ID_36
556,8,0.25,2019-01-30 12:05:18.112004,2019-01-30 12:05:18.112004,2019-01-30 12:05:33.120000,ID_36
557,9,0.25,2019-01-30 12:06:47.086999,2019-01-30 12:06:47.086999,2019-01-30 12:07:02.093003,ID_36
558,1,0.5,2019-01-30 12:08:19.059997,2019-01-30 12:08:19.059997,2019-01-30 12:08:34.066001,ID_36
559,2,0.5,2019-01-30 12:09:41.267004,2019-01-30 12:09:41.267004,2019-01-30 12:09:56.274004,ID_36
560,3,0.5,2019-01-30 12:11:10.225997,2019-01-30 12:11:10.225997,2019-01-30 12:11:25.232996,ID_36
561,4,0.5,2019-01-30 12:12:38.818002,2019-01-30 12:12:38.573003,2019-01-30 12:12:53.823996,ID_36
562,5,0.5,2019-01-30 12:14:07.799002,2019-01-30 12:14:07.799002,2019-01-30 12:14:22.806002,ID_36
563,6,0.5,2019-01-30 12:15:31.525997,2019-01-30 12:15:31.525997,2019-01-30 12:15:46.532997,ID_36
564,7,0.5,2019-01-30 12:16:53.750999,2019-01-30 12:16:53.750999,2019-01-30 12:17:08.757003,ID_36
565,8,0.5,2019-01-30 12:18:15.973999,2019-01-30 12:18:15.973999,2019-01-30 12:18:30.980999,ID_36
566,9,0.5,2019-01-30 12:19:40.073000,2019-01-30 12:19:39.828000,2019-01-30 12:19:55.079999,ID_36
567,1,0.0,2019-02-01 11:46:58.883004,2019-02-01 11:46:58.883004,2019-02-01 11:47:13.907002,ID_39
568,2,0.0,2019-02-01 11:48:23.586004,2019-02-01 11:48:23.341005,2019-02-01 11:48:38.593004,ID_39
569,3,0.0,2019-02-01 11:49:49.569002,2019-02-01 11:49:49.569002,2019-02-01 11:50:04.574996,ID_39
570,4,0.0,2019-02-01 11:51:14.293004,2019-02-01 11:51:14.293004,2019-02-01 11:51:29.298998,ID_39
571,5,0.0,2019-02-01 11:52:40.764000,2019-02-01 11:52:40.764000,2019-02-01 11:52:55.770999,ID_39
572,6,0.0,2019-02-01 11:54:10.731999,2019-02-01 11:54:10.731999,2019-02-01 11:54:25.738003,ID_39
573,7,0.0,2019-02-01 11:55:35.446003,2019-02-01 11:55:35.446003,2019-02-01 11:55:50.451997,ID_39
574,8,0.0,2019-02-01 11:56:58.162000,2019-02-01 11:56:58.162000,2019-02-01 11:57:13.168004,ID_39
575,9,0.0,2019-02-01 11:58:21.386001,2019-02-01 11:58:21.386001,2019-02-01 11:58:36.393000,ID_39
576,1,0.25,2019-02-01 11:59:45.858998,2019-02-01 11:59:45.858998,2019-02-01 12:00:00.865002,ID_39
577,2,0.25,2019-02-01 12:01:14.832998,2019-02-01 12:01:14.832998,2019-02-01 12:01:29.841003,ID_39
578,3,0.25,2019-02-01 12:02:41.552996,2019-02-01 12:02:41.552996,2019-02-01 12:02:56.559996,ID_39
579,4,0.25,2019-02-01 12:04:04.402004,2019-02-01 12:04:04.157004,2019-02-01 12:04:19.409003,ID_39
580,5,0.25,2019-02-01 12:05:29.997003,2019-02-01 12:05:29.752003,2019-02-01 12:05:45.004003,ID_39
581,6,0.25,2019-02-01 12:06:56.974996,2019-02-01 12:06:56.974996,2019-02-01 12:07:11.981000,ID_39
582,7,0.25,2019-02-01 12:08:21.946996,2019-02-01 12:08:21.703002,2019-02-01 12:08:36.953995,ID_39
583,8,0.25,2019-02-01 12:09:49.036002,2019-02-01 12:09:48.789997,2019-02-01 12:10:04.041000,ID_39
584,9,0.25,2019-02-01 12:11:14.638002,2019-02-01 12:11:14.393003,2019-02-01 12:11:29.645002,ID_39
585,1,0.5,2019-02-01 12:12:40.359998,2019-02-01 12:12:40.361004,2019-02-01 12:12:55.366002,ID_39
586,2,0.5,2019-02-01 12:14:07.832004,2019-02-01 12:14:07.832004,2019-02-01 12:14:22.837997,ID_39
587,3,0.5,2019-02-01 12:15:32.928002,2019-02-01 12:15:32.683002,2019-02-01 12:15:47.935001,ID_39
588,4,0.5,2019-02-01 12:17:00.654995,2019-02-01 12:17:00.654995,2019-02-01 12:17:15.662005,ID_39
589,5,0.5,2019-02-01 12:18:29.753999,2019-02-01 12:18:29.508999,2019-02-01 12:18:44.760998,ID_39
590,6,0.5,2019-02-01 12:19:56.982001,2019-02-01 12:19:56.982001,2019-02-01 12:20:11.989000,ID_39
591,7,0.5,2019-02-01 12:21:24.336999,2019-02-01 12:21:24.091999,2019-02-01 12:21:39.343998,ID_39
592,8,0.5,2019-02-01 12:22:49.078000,2019-02-01 12:22:49.078000,2019-02-01 12:23:04.084999,ID_39
593,9,0.5,2019-02-01 12:24:15.060997,2019-02-01 12:24:15.060997,2019-02-01 12:24:30.065995,ID_39
594,1,0.0,2019-02-01 11:47:26.838998,2019-02-01 11:47:26.838998,2019-02-01 11:47:41.852998,ID_39
595,2,0.0,2019-02-01 11:48:52.378998,2019-02-01 11:48:52.135005,2019-02-01 11:49:07.390001,ID_39
596,3,0.0,2019-02-01 11:50:17.971000,2019-02-01 11:50:17.971000,2019-02-01 11:50:32.978000,ID_39
597,4,0.0,2019-02-01 11:51:42.196001,2019-02-01 11:51:42.196001,2019-02-01 11:51:57.201995,ID_39
598,5,0.0,2019-02-01 11:53:11.419004,2019-02-01 11:53:11.419004,2019-02-01 11:53:26.424997,ID_39
599,6,0.0,2019-02-01 11:54:39.387004,2019-02-01 11:54:39.387004,2019-02-01 11:54:54.392997,ID_39
600,7,0.0,2019-02-01 11:56:02.849999,2019-02-01 11:56:02.849999,2019-02-01 11:56:17.856003,ID_39
601,8,0.0,2019-02-01 11:57:26.066999,2019-02-01 11:57:26.066999,2019-02-01 11:57:41.073003,ID_39
602,9,0.0,2019-02-01 11:58:48.793003,2019-02-01 11:58:48.793003,2019-02-01 11:59:03.800999,ID_39
603,1,0.25,2019-02-01 12:00:15.517005,2019-02-01 12:00:15.517005,2019-02-01 12:00:30.525000,ID_39
604,2,0.25,2019-02-01 12:01:44.492996,2019-02-01 12:01:44.492996,2019-02-01 12:01:59.499996,ID_39
605,3,0.25,2019-02-01 12:03:08.961005,2019-02-01 12:03:08.961005,2019-02-01 12:03:23.966999,ID_39
606,4,0.25,2019-02-01 12:04:32.436995,2019-02-01 12:04:32.191996,2019-02-01 12:04:47.443995,ID_39
607,5,0.25,2019-02-01 12:05:59.528999,2019-02-01 12:05:59.284995,2019-02-01 12:06:14.535003,ID_39
608,6,0.25,2019-02-01 12:07:24.881997,2019-02-01 12:07:24.881997,2019-02-01 12:07:39.888000,ID_39
609,7,0.25,2019-02-01 12:08:51.103003,2019-02-01 12:08:50.856998,2019-02-01 12:09:06.108001,ID_39
610,8,0.25,2019-02-01 12:10:17.827005,2019-02-01 12:10:17.581995,2019-02-01 12:10:32.834005,ID_39
611,9,0.25,2019-02-01 12:11:42.667995,2019-02-01 12:11:42.424001,2019-02-01 12:11:57.675005,ID_39
612,1,0.5,2019-02-01 12:13:10.016003,2019-02-01 12:13:10.016003,2019-02-01 12:13:25.021001,ID_39
613,2,0.5,2019-02-01 12:14:35.987997,2019-02-01 12:14:35.987997,2019-02-01 12:14:50.993005,ID_39
614,3,0.5,2019-02-01 12:16:01.710002,2019-02-01 12:16:01.465002,2019-02-01 12:16:16.717002,ID_39
615,4,0.5,2019-02-01 12:17:30.812999,2019-02-01 12:17:30.812999,2019-02-01 12:17:45.819003,ID_39
616,5,0.5,2019-02-01 12:18:58.540998,2019-02-01 12:18:58.295998,2019-02-01 12:19:13.547002,ID_39
617,6,0.5,2019-02-01 12:20:26.639997,2019-02-01 12:20:26.639997,2019-02-01 12:20:41.646997,ID_39
618,7,0.5,2019-02-01 12:21:52.371005,2019-02-01 12:21:52.125995,2019-02-01 12:22:07.376999,ID_39
619,8,0.5,2019-02-01 12:23:17.736997,2019-02-01 12:23:17.736997,2019-02-01 12:23:32.743997,ID_39
620,9,0.5,2019-02-01 12:24:43.718999,2019-02-01 12:24:43.718999,2019-02-01 12:24:58.725999,ID_39
621,1,0.0,2019-02-01 11:47:54.793996,2019-02-01 11:47:54.793996,2019-02-01 11:48:09.802997,ID_39
622,2,0.0,2019-02-01 11:49:21.163996,2019-02-01 11:49:20.920002,2019-02-01 11:49:36.170000,ID_39
623,3,0.0,2019-02-01 11:50:46.379999,2019-02-01 11:50:46.379999,2019-02-01 11:51:01.386003,ID_39
624,4,0.0,2019-02-01 11:52:10.101000,2019-02-01 11:52:10.101000,2019-02-01 11:52:25.107999,ID_39
625,5,0.0,2019-02-01 11:53:42.075003,2019-02-01 11:53:42.075003,2019-02-01 11:53:57.082003,ID_39
626,6,0.0,2019-02-01 11:55:08.041002,2019-02-01 11:55:08.041002,2019-02-01 11:55:23.046996,ID_39
627,7,0.0,2019-02-01 11:56:30.252998,2019-02-01 11:56:30.252998,2019-02-01 11:56:45.259002,ID_39
628,8,0.0,2019-02-01 11:57:53.980004,2019-02-01 11:57:53.980004,2019-02-01 11:58:08.985997,ID_39
629,9,0.0,2019-02-01 11:59:16.201998,2019-02-01 11:59:16.201998,2019-02-01 11:59:31.208997,ID_39
630,1,0.25,2019-02-01 12:00:45.173000,2019-02-01 12:00:45.173000,2019-02-01 12:01:00.179999,ID_39
631,2,0.25,2019-02-01 12:02:14.149997,2019-02-01 12:02:14.149997,2019-02-01 12:02:29.156000,ID_39
632,3,0.25,2019-02-01 12:03:36.371005,2019-02-01 12:03:36.371005,2019-02-01 12:03:51.376999,ID_39
633,4,0.25,2019-02-01 12:05:00.466998,2019-02-01 12:05:00.221003,2019-02-01 12:05:15.473002,ID_39
634,5,0.25,2019-02-01 12:06:29.060000,2019-02-01 12:06:28.815000,2019-02-01 12:06:44.067000,ID_39
635,6,0.25,2019-02-01 12:07:52.790002,2019-02-01 12:07:52.790002,2019-02-01 12:08:07.795996,ID_39
636,7,0.25,2019-02-01 12:09:20.254998,2019-02-01 12:09:20.009998,2019-02-01 12:09:35.261997,ID_39
637,8,0.25,2019-02-01 12:10:46.607004,2019-02-01 12:10:46.362004,2019-02-01 12:11:01.612998,ID_39
638,9,0.25,2019-02-01 12:12:10.700995,2019-02-01 12:12:10.455996,2019-02-01 12:12:25.707995,ID_39
639,1,0.5,2019-02-01 12:13:39.676001,2019-02-01 12:13:39.676001,2019-02-01 12:13:54.683000,ID_39
640,2,0.5,2019-02-01 12:15:04.146001,2019-02-01 12:15:04.146001,2019-02-01 12:15:19.152005,ID_39
641,3,0.5,2019-02-01 12:16:30.495000,2019-02-01 12:16:30.250000,2019-02-01 12:16:45.501999,ID_39
642,4,0.5,2019-02-01 12:18:00.973004,2019-02-01 12:18:00.973004,2019-02-01 12:18:15.978998,ID_39
643,5,0.5,2019-02-01 12:19:27.322998,2019-02-01 12:19:27.077999,2019-02-01 12:19:42.329998,ID_39
644,6,0.5,2019-02-01 12:20:56.298999,2019-02-01 12:20:56.298999,2019-02-01 12:21:11.305999,ID_39
645,7,0.5,2019-02-01 12:22:20.410000,2019-02-01 12:22:20.165000,2019-02-01 12:22:35.416004,ID_39
646,8,0.5,2019-02-01 12:23:46.399002,2019-02-01 12:23:46.399002,2019-02-01 12:24:01.404996,ID_39
647,9,0.5,2019-02-01 12:25:12.379003,2019-02-01 12:25:12.379003,2019-02-01 12:25:27.384996,ID_39
648,1,0.0,2019-01-08 19:19:48.484005,2019-01-08 19:19:48.484005,2019-01-08 19:20:03.508003,ID_06
649,2,0.0,2019-01-08 19:21:17.582999,2019-01-08 19:21:17.582999,2019-01-08 19:21:32.591004,ID_06
650,3,0.0,2019-01-08 19:22:45.688002,2019-01-08 19:22:45.443999,2019-01-08 19:23:00.695998,ID_06
651,4,0.0,2019-01-08 19:24:11.288001,2019-01-08 19:24:11.043001,2019-01-08 19:24:26.295996,ID_06
652,5,0.0,2019-01-08 19:25:36.155998,2019-01-08 19:25:35.910998,2019-01-08 19:25:51.162997,ID_06
653,6,0.0,2019-01-08 19:27:03.883997,2019-01-08 19:27:03.883997,2019-01-08 19:27:18.890001,ID_06
654,7,0.0,2019-01-08 19:28:34.852997,2019-01-08 19:28:34.852997,2019-01-08 19:28:49.859000,ID_06
655,8,0.0,2019-01-08 19:30:04.073997,2019-01-08 19:30:04.073997,2019-01-08 19:30:19.080001,ID_06
656,9,0.0,2019-01-08 19:31:28.664999,2019-01-08 19:31:28.419999,2019-01-08 19:31:43.671999,ID_06
657,1,0.25,2019-01-08 19:32:55.384997,2019-01-08 19:32:55.139002,2019-01-08 19:33:10.391001,ID_06
658,2,0.25,2019-01-08 19:34:21.607996,2019-01-08 19:34:21.607996,2019-01-08 19:34:36.614995,ID_06
659,3,0.25,2019-01-08 19:35:46.208995,2019-01-08 19:35:45.963996,2019-01-08 19:36:01.216005,ID_06
660,4,0.25,2019-01-08 19:37:13.434996,2019-01-08 19:37:13.434996,2019-01-08 19:37:28.440004,ID_06
661,5,0.25,2019-01-08 19:38:40.160999,2019-01-08 19:38:40.160999,2019-01-08 19:38:55.167998,ID_06
662,6,0.25,2019-01-08 19:40:03.132999,2019-01-08 19:40:03.132999,2019-01-08 19:40:18.139999,ID_06
663,7,0.25,2019-01-08 19:41:26.856001,2019-01-08 19:41:26.856001,2019-01-08 19:41:41.862005,ID_06
664,8,0.25,2019-01-08 19:42:51.205000,2019-01-08 19:42:50.960001,2019-01-08 19:43:06.212000,ID_06
665,9,0.25,2019-01-08 19:44:18.935997,2019-01-08 19:44:18.935997,2019-01-08 19:44:33.942997,ID_06
666,1,0.5,2019-01-08 19:45:44.668996,2019-01-08 19:45:44.668996,2019-01-08 19:45:59.677001,ID_06
667,2,0.5,2019-01-08 19:47:09.402996,2019-01-08 19:47:09.402996,2019-01-08 19:47:24.408004,ID_06
668,3,0.5,2019-01-08 19:48:33.254996,2019-01-08 19:48:33.009000,2019-01-08 19:48:48.261000,ID_06
669,4,0.5,2019-01-08 19:49:56.734004,2019-01-08 19:49:56.734004,2019-01-08 19:50:11.739998,ID_06
670,5,0.5,2019-01-08 19:51:21.217995,2019-01-08 19:51:21.217995,2019-01-08 19:51:36.223999,ID_06
671,6,0.5,2019-01-08 19:52:49.199001,2019-01-08 19:52:49.199001,2019-01-08 19:53:04.206000,ID_06
672,7,0.5,2019-01-08 19:54:14.439003,2019-01-08 19:54:14.439003,2019-01-08 19:54:29.444997,ID_06
673,8,0.5,2019-01-08 19:55:38.303002,2019-01-08 19:55:38.058002,2019-01-08 19:55:53.308996,ID_06
674,9,0.5,2019-01-08 19:57:03.044999,2019-01-08 19:57:03.044999,2019-01-08 19:57:18.051002,ID_06
675,1,0.0,2019-01-08 19:20:18.194003,2019-01-08 19:20:18.194003,2019-01-08 19:20:33.208003,ID_06
676,2,0.0,2019-01-08 19:21:47.246004,2019-01-08 19:21:47.246004,2019-01-08 19:22:02.256997,ID_06
677,3,0.0,2019-01-08 19:23:14.470999,2019-01-08 19:23:14.225003,2019-01-08 19:23:29.477003,ID_06
678,4,0.0,2019-01-08 19:24:39.335002,2019-01-08 19:24:39.090003,2019-01-08 19:24:54.340996,ID_06
679,5,0.0,2019-01-08 19:26:04.944003,2019-01-08 19:26:04.699003,2019-01-08 19:26:19.951002,ID_06
680,6,0.0,2019-01-08 19:27:34.037997,2019-01-08 19:27:34.037997,2019-01-08 19:27:49.044997,ID_06
681,7,0.0,2019-01-08 19:29:05.508996,2019-01-08 19:29:05.508996,2019-01-08 19:29:20.517002,ID_06
