Unnamed: 0,ID,Número da Trajetória,Overlap,Sequência Trajetória,N pontos trajetória,Blocos MATLAB,N blocos,Duração estimulação sensorial (s),Duração estimulação sensorial fórmula pretendida (s),Tempo 1,Tempo 2,Tempo 1 Corrigido,Tempo 3
953,ID_19,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-17 09:42:25.370000,2019-01-17 09:42:25.370000,2019-01-17 09:42:21.370000,2019-01-17 09:42:40.377000
954,ID_19,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-17 09:43:54.324003,2019-01-17 09:43:54.324003,2019-01-17 09:43:52.449003,2019-01-17 09:44:09.329997
955,ID_19,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-17 09:45:16.524996,2019-01-17 09:45:16.524996,2019-01-17 09:45:14.649996,2019-01-17 09:45:31.531000
956,ID_19,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-17 09:46:41.729995,2019-01-17 09:46:41.729995,2019-01-17 09:46:39.854995,2019-01-17 09:46:56.735999
957,ID_19,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-17 09:48:06.182997,2019-01-17 09:48:06.182997,2019-01-17 09:48:03.557997,2019-01-17 09:48:21.189001
958,ID_19,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-17 09:49:29.886003,2019-01-17 09:49:29.886003,2019-01-17 09:49:27.261003,2019-01-17 09:49:44.891997
959,ID_19,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-17 09:50:52.093001,2019-01-17 09:50:52.093001,2019-01-17 09:50:49.468001,2019-01-17 09:51:07.100000
960,ID_19,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-17 09:52:18.422999,2019-01-17 09:52:18.177999,2019-01-17 09:52:14.802999,2019-01-17 09:52:33.429999
961,ID_19,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-17 09:53:44.388998,2019-01-17 09:53:44.388998,2019-01-17 09:53:41.763998,2019-01-17 09:53:59.395002
962,ID_19,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-17 09:55:08.100997,2019-01-17 09:55:08.100997,2019-01-17 09:55:05.100997,2019-01-17 09:55:23.107996
963,ID_19,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-17 09:56:34.058999,2019-01-17 09:56:34.058999,2019-01-17 09:56:32.808999,2019-01-17 09:56:49.065999
964,ID_19,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-17 09:58:03.021995,2019-01-17 09:58:03.021995,2019-01-17 09:58:01.771995,2019-01-17 09:58:18.027999
965,ID_19,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-17 09:59:30.477002,2019-01-17 09:59:30.230997,2019-01-17 09:59:28.980997,2019-01-17 09:59:45.484002
966,ID_19,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-17 10:00:54.186999,2019-01-17 10:00:54.186999,2019-01-17 10:00:52.436999,2019-01-17 10:01:09.193003
967,ID_19,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-17 10:02:20.523002,2019-01-17 10:02:20.278998,2019-01-17 10:02:18.528998,2019-01-17 10:02:35.530002
968,ID_19,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-17 10:03:50.981001,2019-01-17 10:03:50.981001,2019-01-17 10:03:49.231001,2019-01-17 10:04:05.988001
969,ID_19,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-17 10:05:13.194999,2019-01-17 10:05:13.194999,2019-01-17 10:05:10.944999,2019-01-17 10:05:28.201003
970,ID_19,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-17 10:06:37.282000,2019-01-17 10:06:37.037000,2019-01-17 10:06:35.287000,2019-01-17 10:06:52.289000
971,ID_19,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-17 10:08:01.366999,2019-01-17 10:08:01.122000,2019-01-17 10:07:59.122000,2019-01-17 10:08:16.373999
972,ID_23,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-21 09:22:19.002997,2019-01-21 09:22:19.002997,2019-01-21 09:22:16.502997,2019-01-21 09:22:34.025003
973,ID_23,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-21 09:23:47.196996,2019-01-21 09:23:46.951997,2019-01-21 09:23:44.451997,2019-01-21 09:24:02.205002
974,ID_23,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-21 09:25:15.413003,2019-01-21 09:25:15.413003,2019-01-21 09:25:12.913003,2019-01-21 09:25:30.420003
975,ID_23,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-21 09:26:46.370999,2019-01-21 09:26:46.370999,2019-01-21 09:26:42.870999,2019-01-21 09:27:01.379005
976,ID_23,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-21 09:28:13.836005,2019-01-21 09:28:13.836005,2019-01-21 09:28:10.336005,2019-01-21 09:28:28.841999
977,ID_23,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-21 09:29:38.784005,2019-01-21 09:29:38.784005,2019-01-21 09:29:35.284005,2019-01-21 09:29:53.789999
978,ID_23,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-21 09:31:05.226998,2019-01-21 09:31:04.981999,2019-01-21 09:31:00.481999,2019-01-21 09:31:20.235004
979,ID_23,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-21 09:32:31.429005,2019-01-21 09:32:31.429005,2019-01-21 09:32:27.929005,2019-01-21 09:32:46.434999
980,ID_23,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-21 09:33:56.880996,2019-01-21 09:33:56.880996,2019-01-21 09:33:52.880996,2019-01-21 09:34:11.887000
981,ID_23,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-21 09:35:24.201001,2019-01-21 09:35:23.956001,2019-01-21 09:35:22.081001,2019-01-21 09:35:39.207005
982,ID_23,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-21 09:36:49.023997,2019-01-21 09:36:48.778997,2019-01-21 09:36:46.903997,2019-01-21 09:37:04.030996
983,ID_23,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-21 09:38:15.221005,2019-01-21 09:38:15.221005,2019-01-21 09:38:13.346005,2019-01-21 09:38:30.226998
984,ID_23,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-21 09:39:41.299999,2019-01-21 09:39:41.056005,2019-01-21 09:39:38.431005,2019-01-21 09:39:56.306003
985,ID_23,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-21 09:41:06.254004,2019-01-21 09:41:06.254004,2019-01-21 09:41:03.629004,2019-01-21 09:41:21.259998
986,ID_23,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-21 09:42:28.461997,2019-01-21 09:42:28.461997,2019-01-21 09:42:25.836997,2019-01-21 09:42:43.468996
987,ID_23,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-21 09:43:50.667998,2019-01-21 09:43:50.667998,2019-01-21 09:43:47.292998,2019-01-21 09:44:05.674002
988,ID_23,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-21 09:45:13.382999,2019-01-21 09:45:13.382999,2019-01-21 09:45:10.757999,2019-01-21 09:45:28.389003
989,ID_23,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-21 09:46:37.850002,2019-01-21 09:46:37.850002,2019-01-21 09:46:34.850002,2019-01-21 09:46:52.857998
990,ID_23,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-21 09:48:03.569000,2019-01-21 09:48:03.569000,2019-01-21 09:48:02.319000,2019-01-21 09:48:18.575004
991,ID_23,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-21 09:49:28.412002,2019-01-21 09:49:28.167002,2019-01-21 09:49:26.917002,2019-01-21 09:49:43.419998
992,ID_23,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-21 09:50:54.131996,2019-01-21 09:50:54.131996,2019-01-21 09:50:52.881996,2019-01-21 09:51:09.138000
993,ID_23,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-21 09:52:21.342999,2019-01-21 09:52:21.342999,2019-01-21 09:52:19.592999,2019-01-21 09:52:36.349999
994,ID_23,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-21 09:53:45.075004,2019-01-21 09:53:45.075999,2019-01-21 09:53:43.325999,2019-01-21 09:54:00.082003
995,ID_23,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-21 09:55:10.423002,2019-01-21 09:55:10.178002,2019-01-21 09:55:08.428002,2019-01-21 09:55:25.430001
996,ID_23,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-21 09:56:38.265997,2019-01-21 09:56:38.020998,2019-01-21 09:56:35.770998,2019-01-21 09:56:53.272997
997,ID_23,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-21 09:58:05.993001,2019-01-21 09:58:05.993001,2019-01-21 09:58:04.243001,2019-01-21 09:58:21.000001
998,ID_23,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-21 09:59:34.343004,2019-01-21 09:59:34.098005,2019-01-21 09:59:32.098005,2019-01-21 09:59:49.348998
999,ID_23,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-21 09:22:48.704998,2019-01-21 09:22:48.704998,2019-01-21 09:22:46.204998,2019-01-21 09:23:03.718998
1000,ID_23,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-21 09:24:15.982004,2019-01-21 09:24:15.738000,2019-01-21 09:24:13.238000,2019-01-21 09:24:30.992997
1001,ID_23,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-21 09:25:46.071004,2019-01-21 09:25:46.071004,2019-01-21 09:25:43.571004,2019-01-21 09:26:01.078004
1002,ID_23,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-21 09:27:16.030002,2019-01-21 09:27:16.030002,2019-01-21 09:27:12.530002,2019-01-21 09:27:31.039003
1003,ID_23,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-21 09:28:41.988004,2019-01-21 09:28:41.988004,2019-01-21 09:28:38.488004,2019-01-21 09:28:56.995004
1004,ID_23,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-21 09:30:07.431999,2019-01-21 09:30:07.431999,2019-01-21 09:30:03.931999,2019-01-21 09:30:22.438003
1005,ID_23,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-21 09:31:34.382000,2019-01-21 09:31:34.137000,2019-01-21 09:31:29.637000,2019-01-21 09:31:49.388004
1006,ID_23,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-21 09:32:59.327003,2019-01-21 09:32:59.327003,2019-01-21 09:32:55.827003,2019-01-21 09:33:14.334003
1007,ID_23,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-21 09:34:26.529004,2019-01-21 09:34:26.529004,2019-01-21 09:34:22.529004,2019-01-21 09:34:41.534998
1008,ID_23,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-21 09:35:52.226005,2019-01-21 09:35:51.980995,2019-01-21 09:35:50.105995,2019-01-21 09:36:07.233004
1009,ID_23,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-21 09:37:17.795999,2019-01-21 09:37:17.551995,2019-01-21 09:37:15.676995,2019-01-21 09:37:32.802999
1010,ID_23,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-21 09:38:43.873002,2019-01-21 09:38:43.873002,2019-01-21 09:38:41.998002,2019-01-21 09:38:58.880001
1011,ID_23,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-21 09:40:10.077000,2019-01-21 09:40:09.832000,2019-01-21 09:40:07.207000,2019-01-21 09:40:25.083004
1012,ID_23,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-21 09:41:33.660001,2019-01-21 09:41:33.660001,2019-01-21 09:41:31.035001,2019-01-21 09:41:48.666005
1013,ID_23,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-21 09:42:55.868004,2019-01-21 09:42:55.868004,2019-01-21 09:42:53.243004,2019-01-21 09:43:10.875003
1014,ID_23,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-21 09:44:18.077003,2019-01-21 09:44:18.077003,2019-01-21 09:44:14.702003,2019-01-21 09:44:33.082997
1015,ID_23,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-21 09:45:41.287998,2019-01-21 09:45:41.287998,2019-01-21 09:45:38.662998,2019-01-21 09:45:56.294997
1016,ID_23,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-21 09:47:06.509000,2019-01-21 09:47:06.509000,2019-01-21 09:47:03.509000,2019-01-21 09:47:21.516000
1017,ID_23,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-21 09:48:31.980001,2019-01-21 09:48:31.980001,2019-01-21 09:48:30.730001,2019-01-21 09:48:46.986005
1018,ID_23,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-21 09:49:56.443997,2019-01-21 09:49:56.198997,2019-01-21 09:49:54.948997,2019-01-21 09:50:11.450000
1019,ID_23,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-21 09:51:23.783998,2019-01-21 09:51:23.783998,2019-01-21 09:51:22.533998,2019-01-21 09:51:38.790001
1020,ID_23,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-21 09:52:49.250995,2019-01-21 09:52:49.250995,2019-01-21 09:52:47.500995,2019-01-21 09:53:04.259001
1021,ID_23,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-21 09:54:12.982004,2019-01-21 09:54:12.982004,2019-01-21 09:54:11.232004,2019-01-21 09:54:27.987002
1022,ID_23,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-21 09:55:39.952996,2019-01-21 09:55:39.707997,2019-01-21 09:55:37.957997,2019-01-21 09:55:54.959000
1023,ID_23,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-21 09:57:07.045000,2019-01-21 09:57:06.800001,2019-01-21 09:57:04.550001,2019-01-21 09:57:22.052996
1024,ID_23,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-21 09:58:36.151005,2019-01-21 09:58:36.151005,2019-01-21 09:58:34.401005,2019-01-21 09:58:51.158004
1025,ID_23,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-21 10:00:02.372001,2019-01-21 10:00:02.127002,2019-01-21 10:00:00.127002,2019-01-21 10:00:17.377995
1026,ID_23,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-21 09:23:18.409001,2019-01-21 09:23:18.409001,2019-01-21 09:23:15.909001,2019-01-21 09:23:33.418002
1027,ID_23,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-21 09:24:44.762999,2019-01-21 09:24:44.519005,2019-01-21 09:24:42.019005,2019-01-21 09:24:59.769998
1028,ID_23,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-21 09:26:16.718002,2019-01-21 09:26:16.718002,2019-01-21 09:26:14.218002,2019-01-21 09:26:31.725001
1029,ID_23,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-21 09:27:45.682999,2019-01-21 09:27:45.682999,2019-01-21 09:27:42.182999,2019-01-21 09:28:00.687997
1030,ID_23,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-21 09:29:10.136001,2019-01-21 09:29:10.136001,2019-01-21 09:29:06.636001,2019-01-21 09:29:25.142005
1031,ID_23,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-21 09:30:36.078997,2019-01-21 09:30:36.078997,2019-01-21 09:30:32.578997,2019-01-21 09:30:51.085997
1032,ID_23,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-21 09:32:03.528995,2019-01-21 09:32:03.283000,2019-01-21 09:31:58.783000,2019-01-21 09:32:18.534003
1033,ID_23,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-21 09:33:27.230996,2019-01-21 09:33:27.230996,2019-01-21 09:33:23.730996,2019-01-21 09:33:42.239001
1034,ID_23,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-21 09:34:56.177999,2019-01-21 09:34:56.177999,2019-01-21 09:34:52.177999,2019-01-21 09:35:11.182997
1035,ID_23,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-21 09:36:20.248997,2019-01-21 09:36:20.003002,2019-01-21 09:36:18.128002,2019-01-21 09:36:35.253995
1036,ID_23,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-21 09:37:46.573001,2019-01-21 09:37:46.328001,2019-01-21 09:37:44.453001,2019-01-21 09:38:01.579005
1037,ID_23,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-21 09:39:12.526005,2019-01-21 09:39:12.527000,2019-01-21 09:39:10.652000,2019-01-21 09:39:27.533004
1038,ID_23,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-21 09:40:38.854001,2019-01-21 09:40:38.607996,2019-01-21 09:40:35.982996,2019-01-21 09:40:53.861001
1039,ID_23,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-21 09:42:01.060999,2019-01-21 09:42:01.060999,2019-01-21 09:41:58.435999,2019-01-21 09:42:16.067998
1040,ID_23,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-21 09:43:23.267000,2019-01-21 09:43:23.267000,2019-01-21 09:43:20.642000,2019-01-21 09:43:38.274000
1041,ID_23,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-21 09:44:45.480998,2019-01-21 09:44:45.480998,2019-01-21 09:44:42.105998,2019-01-21 09:45:00.487002
