,Acuracia,Especificidade,Similaridade
189,0.3125,0.8,0.8004515327301209
190,0.6875,0.5714285714285714,0.8652899256018457
191,0.625,0.6,0.95
192,0.625,0.0,0.8320502943378437
193,0.875,0.6666666666666667,0.7657198960540328
194,0.9375,1.0,0.8844364220965313
195,0.625,0.0,0.8926097838901892
196,0.5625,0.0,0.8565866707896064
197,0.7777777777777778,0.782608695652174,0.7606087305741639
198,0.6875,0.6,0.7888426505157585
199,0.75,0.8571428571428572,0.7987230638308717
200,0.75,0.8,0.703221549687725
201,0.68,0.8181818181818181,0.8334935743372821
202,0.9166666666666666,1.0,0.8918346124162341
203,0.76,0.8888888888888888,0.8388412769870093
204,0.72,0.8181818181818181,0.8029410984014527
205,0.8125,0.5,0.8221519981402327
206,0.6388888888888888,0.7391304347826086,0.859593566111973
207,0.8611111111111112,0.92,0.7071769271895163
208,0.625,0.7142857142857143,0.8816620300447741
209,0.52,0.5,0.8720983634634086
210,0.625,0.0,0.885883857957808
211,0.64,0.6666666666666667,0.8825378564286603
212,0.4375,1.0,0.6960909740235914
213,0.625,0.5,0.869907541313893
214,0.75,0.5,0.883125158161351
215,0.72,0.8333333333333334,0.7631984736045792
216,0.8571428571428571,0.868421052631579,0.7031786595686244
217,0.9375,0.8571428571428572,0.8717797887081347
218,0.7777777777777778,0.84,0.8583325077599887
219,0.8055555555555556,0.8636363636363636,0.780106680888219
220,0.75,0.7391304347826086,0.803562871177076
221,0.9375,1.0,0.8835716286288435
222,0.9166666666666666,0.9545454545454546,0.8211933496215007
223,0.84,0.9090909090909092,0.8103069302271354
224,0.8775510204081632,0.8611111111111112,0.8489179964554188
225,0.84,0.8571428571428572,0.9750356118852502
226,0.7777777777777778,0.7777777777777778,0.8093354826306433
227,0.8163265306122449,0.8421052631578947,0.6992342750670704
228,0.9375,1.0,0.8816620300447741
229,0.88,0.9166666666666666,0.8443147931189635
230,0.8163265306122449,0.9090909090909092,0.902110483148544
231,0.75,1.0,0.8213232037429525
232,0.92,0.9090909090909092,0.9043820188701543
233,0.6388888888888888,0.7391304347826086,0.859593566111973
234,0.6875,0.6,0.6763760550915701
235,0.625,0.7142857142857143,0.8816620300447741
236,0.6111111111111112,0.6799999999999999,0.8004165582161995
237,0.6944444444444444,0.8181818181818181,0.7925153987190854
238,0.75,0.7391304347826086,0.8064902501659267
239,0.5625,1.0,0.7764782024993039
240,0.5,0.0,0.8341563788014362
241,0.6875,0.5,0.8655962321421531
242,0.52,0.5833333333333333,0.7905694150420949
243,0.8125,0.8,0.8401388774085707
244,0.6875,0.5714285714285714,0.8610567718228918
245,0.75,0.4,0.8401388774085707
246,0.875,0.0,0.9367659069225724
247,0.6875,0.6666666666666667,0.816926420066404
248,0.6875,1.0,0.855283359552053
249,0.75,0.5,0.8225185296600818
250,0.75,0.0,0.851193151149763
251,0.84,0.8850574712643678,0.7861202672790377
252,0.375,0.0,0.8375
253,0.75,0.5714285714285714,0.8921320713901825
254,0.8775510204081632,0.868421052631579,0.7173992292547702
255,0.8,0.7272727272727273,0.8729035458601565
256,0.6875,0.6666666666666667,0.8227195572487128
257,0.5625,1.0,0.8070622576887474
258,0.8125,0.5,0.9044600639311704
259,0.75,0.0,0.8324833246120438
260,0.7959183673469388,0.8611111111111112,0.774658733795827
261,0.8333333333333334,0.84,0.8018632638284106
262,0.56,0.5,0.7575315107724846
263,0.8125,0.8,0.8401388774085707
264,0.8367346938775511,0.9142857142857144,0.8276169601789948
265,0.7777777777777778,0.8260869565217391,0.7917688016355612
266,0.75,0.9,0.8507019059648767
267,0.625,0.5,0.8449288964361521
268,0.72,0.7272727272727273,0.933152372974791
269,0.75,0.8695652173913043,0.7586256128768792
270,0.8055555555555556,0.84,0.7762349196000551
271,0.6875,0.5714285714285714,0.8488382153210785
272,0.75,0.4,0.8401388774085707
273,0.5,0.0,0.8889155978893273
274,0.6875,0.6666666666666667,0.7974439174854218
275,0.8125,1.0,0.8851517589950084
276,0.8125,1.0,0.8617507004860413
277,0.6875,0.5,0.839392962531925
278,0.8,0.6666666666666667,0.8108848540793832
279,0.625,0.4,0.781785310430516
280,0.6875,0.5714285714285714,0.8167949535234437
281,0.8125,0.8,0.6959852188348552
282,0.875,0.0,0.884053437733959
283,0.8611111111111112,0.9565217391304348,0.9192756774136568
284,0.5625,1.0,0.8448014090919725
285,0.75,0.5,0.8604954438756023
286,0.625,0.0,0.7881603609443287
287,0.7755102040816326,0.8611111111111112,0.828236445561349
288,0.8055555555555556,0.84,0.712474464815195
289,0.625,0.7142857142857143,0.8816620300447741
290,0.52,0.5714285714285714,0.8249579113843054
291,0.875,0.0,0.8277650282805242
292,0.64,0.6666666666666667,0.8825378564286603
293,0.6875,1.0,0.7889818763544607
294,0.6875,0.5,0.8279079284330849
295,0.6875,0.5,0.8658089785895597
296,0.7346938775510204,0.8333333333333334,0.7030201192964489
297,0.7551020408163265,0.8157894736842105,0.7961132433870801
298,0.6875,0.5714285714285714,0.8488382153210785
299,0.84375,0.8867924528301887,0.8406055240472927
300,0.8125,0.5,0.8439957151095542
301,0.84,0.8333333333333334,0.751903704662534
302,0.875,1.0,0.7824582414744365
303,0.88,0.9090909090909092,0.8192794869521737
304,0.84,0.9090909090909092,0.8103069302271354
305,0.8163265306122449,0.8611111111111112,0.7803185623984152
306,0.75,0.4,0.7641607199008701
307,0.72,0.75,0.8360460766979309
308,0.8775510204081632,0.8947368421052632,0.6708869395913784
309,0.875,0.0,0.9367659069225724
310,0.6666666666666666,0.7391304347826086,0.7913169925382065
311,0.6875,1.0,0.9259416862330891
312,0.875,0.5,0.8260869565217391
313,0.6875,0.0,0.8215003668073294
314,0.76,0.8333333333333334,0.8237306052901903
315,0.375,0.0,0.729080682761043
316,0.6875,0.5714285714285714,0.8167949535234437
317,0.7777777777777778,0.8,0.9035079029052512
318,0.875,0.0,0.8326663997864532
319,0.8055555555555556,0.8260869565217391,0.7792489433182765
320,0.625,1.0,0.7172291775779154
321,0.8125,0.5,0.8125037776436337
322,0.625,0.5,0.8290217434600903
323,0.75,0.8695652173913043,0.8182235610872907
324,0.375,0.4,0.8837824554557692
325,0.8125,0.7142857142857143,0.8849750154846387
326,0.5,0.0,0.8401388774085707
327,0.875,1.0,0.9324058233304956
328,0.6875,0.6666666666666667,0.7985685229862601
329,0.8333333333333334,0.9,0.9285951175245446
330,0.8888888888888888,0.9545454545454546,0.7933767329057524
331,0.875,0.5,0.8412955563689518
332,0.78125,0.8431372549019608,0.7557794199669435
333,0.875,1.0,0.8875
334,0.75,0.5714285714285714,0.8921320713901825
335,0.8765432098765432,0.8857142857142857,0.756978119245116
336,0.72,0.7272727272727273,0.8805874420954336
337,0.6875,0.3333333333333333,0.8582786383559511
338,0.5625,1.0,0.8130338052781897
339,0.75,0.5,0.9011289459621018
340,0.6875,0.0,0.7785513736288122
341,0.8395061728395061,0.8970588235294118,0.7716630855015505
342,0.8125,0.8679245283018868,0.7863729095926286
343,0.7777777777777778,0.7777777777777778,0.728422786026054
344,0.8163265306122449,0.868421052631579,0.8099531445617965
345,0.7755102040816326,0.8571428571428572,0.9248043889897672
346,0.75,0.3333333333333333,0.7953864780766137
347,0.625,1.0,0.8514618813309706
348,0.6875,0.5,0.8255045732832186
349,0.75,0.0,0.8318953109791632
350,0.8333333333333334,0.9130434782608696,0.8182235610872907
351,0.8055555555555556,0.84,0.7963968655636929
352,0.9375,0.8571428571428572,0.8717797887081347
353,0.875,0.6,0.8401388774085707
354,0.8611111111111112,0.9090909090909092,0.9468641529479986
355,0.6875,0.6666666666666667,0.7974439174854218
356,0.75,1.0,0.8646661334676642
357,0.8125,0.5,0.8757605390397141
358,0.75,0.5,0.8634657835526911
359,0.796875,0.8235294117647058,0.7618856860827077
360,0.8,0.7857142857142857,0.7930394470805664
361,0.625,0.4285714285714286,0.8658966363457989
362,0.625,0.1999999999999999,0.7773341405168513
363,0.76,0.8181818181818181,0.857688611828631
364,0.8125,0.6666666666666667,0.8795180722891566
365,0.6875,1.0,0.8859916627898744
366,0.6875,0.0,0.8562792121486734
367,0.8125,0.5,0.8573372867375418
368,0.8163265306122449,0.8888888888888888,0.8061501403463797
369,0.78125,0.8490566037735849,0.7577900036653772
370,0.625,0.7142857142857143,0.8816620300447741
371,0.8333333333333334,0.88,0.8131571126147261
372,0.875,0.0,0.8277650282805242
373,0.8125,0.6666666666666667,0.8528997913607468
374,0.5625,1.0,0.8300746824145888
375,0.625,0.0,0.8120168273192303
376,0.75,0.5,0.883125158161351
377,0.84,0.9166666666666666,0.8373983252050243
378,0.8641975308641975,0.9,0.8009894870819726
379,0.6875,0.5714285714285714,0.7800134951599099
380,0.75,0.4,0.8401388774085707
381,0.875,0.0,0.8277650282805242
382,0.625,0.3333333333333333,0.7445023854052876
383,0.6666666666666666,0.7,0.8205854173245266
384,0.9166666666666666,1.0,0.8343058507453917
385,0.88,0.9090909090909092,0.7853186591606458
386,0.8641975308641975,0.8970588235294118,0.7836013066298052
387,0.68,0.6428571428571428,0.7579680097972268
388,0.5,0.2857142857142857,0.8621737952702888
389,0.7222222222222222,0.72,0.7902633289178096
390,0.9375,0.5,0.901140347257844
391,0.6875,0.3333333333333333,0.8311764712721932
392,0.8125,1.0,0.9259416862330891
393,0.88,1.0,0.8392543274162825
394,0.75,0.5,0.8628708445067482
395,0.76,0.8333333333333334,0.8237306052901903
396,0.6875,0.8,0.834489938099989
397,0.6875,0.5714285714285714,0.8167949535234437
398,0.84375,0.8867924528301887,0.8406055240472927
399,0.6111111111111112,0.5909090909090908,0.8423195726346616
400,0.8125,0.6666666666666667,0.802022209896544
401,0.6111111111111112,0.75,0.7167016130760362
402,0.5625,0.0,0.8853603087185355
403,0.6875,0.5,0.8655962321421531
404,0.8055555555555556,0.9130434782608696,0.7879189847507243
405,0.4375,0.1999999999999999,0.8678352812105575
406,0.6875,0.5714285714285714,0.8610567718228918
407,0.7551020408163265,0.8157894736842105,0.8075728530872482
408,0.7551020408163265,0.8571428571428572,0.8269145852239429
409,0.8125,1.0,0.7985685229862601
410,0.8125,0.9166666666666666,0.8355467059789898
411,0.8163265306122449,0.9142857142857144,0.781166566864507
412,0.75,0.5,0.8416668462125566
413,0.8024691358024691,0.8529411764705882,0.774796797566549
414,0.375,0.4,0.8125
415,0.75,0.5714285714285714,0.8921320713901825
416,0.8760330578512396,0.9090909090909092,0.769800358919501
417,0.6938775510204082,0.7714285714285715,0.7844645405527361
418,0.6111111111111112,0.6956521739130435,0.8441040130225311
419,0.4375,1.0,0.8562037418416334
420,0.75,0.5,0.9011289459621018
421,0.4375,0.0,0.7162672637385072
422,0.7551020408163265,0.8333333333333334,0.8684111532186138
423,0.8125,0.8679245283018868,0.7999310632062947
424,0.375,0.2857142857142857,0.7122445697957627
425,0.8765432098765432,0.9142857142857144,0.8977310580745099
426,0.8163265306122449,0.8857142857142857,0.8702032585557696
427,0.75,0.3333333333333333,0.7953864780766137
428,0.48,0.5555555555555556,0.7610173939281722
429,0.625,0.5,0.8449288964361521
430,0.52,0.6363636363636364,0.8515471954006396
431,0.5625,0.0,0.7694875639743057
432,0.9166666666666666,0.88,0.7601258199376748
433,0.6875,0.5714285714285714,0.8488382153210785
434,0.6938775510204082,0.7894736842105263,0.873326063219467
435,0.7346938775510204,0.8285714285714285,0.8235321051453478
436,0.6875,0.6666666666666667,0.7974439174854218
437,0.7551020408163265,0.8787878787878788,0.8952554570608475
438,0.64,0.7272727272727273,0.9156060036663072
439,0.625,0.0,0.809707437474345
440,0.7755102040816326,0.8611111111111112,0.8163679886628247
441,0.52,0.6428571428571428,0.8207036138391908
442,0.5625,0.4285714285714286,0.8447772061910234
443,0.68,0.8571428571428572,0.8244873630109232
444,0.6388888888888888,0.7272727272727273,0.7287040657115997
445,0.76,0.8333333333333334,0.8507362408308435
446,0.48,0.5555555555555556,0.9078232349993738
447,0.625,0.5,0.8174430558288446
448,0.5625,0.0,0.781129527916427
449,0.7551020408163265,0.8333333333333334,0.8460287854927591
450,0.5,0.8,0.7185821415242986
451,0.7222222222222222,0.8148148148148149,0.8197618979789134
452,0.875,0.9245283018867924,0.8907337387831413
453,0.6,0.6363636363636364,0.8059779150822928
454,0.8125,0.6666666666666667,0.8528997913607468
455,0.6,0.8888888888888888,0.7141434007790348
456,0.75,0.5,0.8362561355974163
457,0.625,1.0,0.7541603210059575
458,0.796875,0.8823529411764706,0.7330166661378315
459,0.72,0.6428571428571428,0.7715033320111766
460,0.6875,0.5714285714285714,0.8488382153210785
461,0.6111111111111112,0.6799999999999999,0.8520563361656317
462,0.64,0.6363636363636364,0.7462568500729019
463,0.75,0.6666666666666667,0.8052561704203203
464,0.7407407407407407,0.8153846153846154,0.7667502429412018
465,0.8367346938775511,0.9428571428571428,0.82163362512238
466,0.76,0.9090909090909092,0.8103069302271354
467,0.8677685950413223,0.9166666666666666,0.8781967366124297
468,0.52,0.7142857142857143,0.7579680097972268
469,0.68,0.6875,0.8378823208695425
470,0.6388888888888888,0.76,0.8303062067373488
471,0.673469387755102,0.7428571428571429,0.7793252697074518
472,0.8125,0.6666666666666667,0.8407302238155517
473,0.48,0.5555555555555556,0.8889402801466364
474,0.8333333333333334,0.9545454545454546,0.8344408667498865
475,0.4375,0.0,0.7878385971583353
476,0.76,0.8333333333333334,0.8237306052901903
477,0.875,1.0,0.834489938099989
478,0.375,0.5714285714285714,0.7523841248624463
479,0.84375,0.8867924528301887,0.8406055240472927
480,0.64,0.7272727272727273,0.8876253645985945
481,0.8125,0.6666666666666667,0.802022209896544
482,0.6111111111111112,0.75,0.6862036720940773
483,0.6875,0.5,0.8145314840210527
484,0.1875,1.0,0.8510218396797279
485,0.8125,0.9019607843137256,0.7757307791742195
729,0.8611111111111112,0.88,0.756687868683148
730,0.4375,0.1428571428571429,0.7720605272874866
731,0.8367346938775511,0.868421052631579,0.797681127219951
732,0.625,0.5,0.8914824582191182
733,0.5625,0.0,0.902427138521816
734,0.6875,1.0,0.805418998778512
735,0.6875,0.0,0.8446530265013354
736,0.6875,0.5,0.8607916009117553
737,0.5,0.6666666666666667,0.6390096504226938
738,0.6875,0.6,0.8308504678941933
739,0.75,0.5714285714285714,0.832377037053889
740,0.7777777777777778,0.88,0.8113070800148313
741,0.8125,1.0,0.7674257668936506
742,0.6875,0.3333333333333333,0.789616347287475
743,0.6875,1.0,0.8382932436266145
744,0.625,0.5,0.7387486130633681
745,0.625,0.5,0.773615163247558
746,0.8333333333333334,0.9130434782608696,0.8309921450925271
747,0.64,0.7857142857142857,0.7667484762335375
748,0.6666666666666666,0.7407407407407407,0.7459776605836523
749,0.5625,0.8,0.7166666666666667
750,0.875,1.0,0.916248050208288
751,0.75,0.6666666666666667,0.8121361275222275
752,0.8125,1.0,0.8719980936184966
753,0.75,0.5,0.8406449734859016
754,0.5625,0.0,0.8661498237841876
755,0.75,0.8695652173913043,0.7765802747153208
756,0.76,0.7857142857142857,0.7930207989565216
757,0.84,0.75,0.7694837640638655
758,0.8333333333333334,0.88,0.7679817174694635
759,0.625,0.5,0.7612352233301865
760,0.5,0.3333333333333333,0.7930420308222019
761,0.9375,1.0,0.7984631382409718
762,0.625,0.0,0.8530570320390477
763,0.75,0.0,0.8258918255501917
764,0.8163265306122449,0.8888888888888888,0.8087457990257881
765,0.6875,0.8,0.7669649888473704
766,0.6875,0.4285714285714286,0.8521955379361243
767,0.7755102040816326,0.868421052631579,0.8440971508067066
768,0.75,0.5,0.8682431421244593
769,0.625,0.0,0.7566185994289497
770,0.625,1.0,0.7249969430114078
771,0.5625,0.0,0.8462049408579267
772,0.75,0.5,0.8557169633109855
773,0.7551020408163265,0.8611111111111112,0.7353160240144463
774,0.625,0.8,0.7747720562400497
775,0.68,0.625,0.8151933134075309
776,0.5,0.4,0.8320502943378437
777,1.0,1.0,0.9723448696087954
778,0.625,0.6666666666666667,0.6909217801308503
779,0.75,1.0,0.7723042798723958
780,0.75,1.0,0.7721873425053443
781,0.7222222222222222,0.8181818181818181,0.8882557953449419
782,0.7551020408163265,0.8333333333333334,0.7825080450574998
783,0.6944444444444444,0.76,0.7745966692414834
784,0.6875,0.5714285714285714,0.8510644963469901
785,0.75,0.8,0.742352312936209
786,0.68,0.7272727272727273,0.7801080992678706
787,0.5625,0.0,0.8293893427471718
788,0.75,1.0,0.8737885707746205
789,0.875,0.5,0.8417791471075866
790,0.75,0.0,0.7282956597405345
791,0.8367346938775511,0.8888888888888888,0.9057952949088828
792,0.625,0.6,0.7559289460184545
793,0.8125,0.7142857142857143,0.8510644963469901
794,0.7142857142857143,0.7894736842105263,0.808290376865476
795,0.72,0.8181818181818181,0.7767356373806173
796,0.625,0.0,0.8448198351466543
797,0.625,1.0,0.8073285818138001
798,0.625,0.0,0.8350049111119214
799,0.625,0.0,0.8442957118463564
800,0.7959183673469388,0.8888888888888888,0.762000762001143
801,0.7777777777777778,0.88,0.8898206684033634
802,0.3125,0.1428571428571429,0.8260331876309022
803,0.625,0.8,0.7912565680749444
804,0.8125,1.0,0.8475706863595912
805,0.9375,1.0,0.9518072289156626
806,0.76,0.8888888888888888,0.7831762572995925
807,0.5625,0.0,0.8533820185387183
808,0.8125,0.0,0.7587449244554323
809,0.7959183673469388,0.8611111111111112,0.781126577552403
810,0.75,0.8,0.8240253983603036
811,0.8367346938775511,0.85,0.7122445697957627
812,0.8518518518518519,0.9,0.7951332228659945
813,0.8125,0.5,0.8825226081218281
814,0.8125,0.6666666666666667,0.8555277382080452
815,0.625,1.0,0.9065686678323176
816,0.6875,0.0,0.8534743109759685
817,0.625,0.5,0.8254166036140119
818,0.8125,1.0,0.8049844718999243
819,0.75,0.6,0.8875
820,0.8125,0.7142857142857143,0.8029550685469662
821,0.9375,0.8,0.8401388774085707
822,0.25,1.0,0.8438530156892917
823,0.68,0.5833333333333333,0.8118167540639774
824,0.5625,1.0,0.819631530627009
825,0.75,1.0,0.7803095914255858
826,0.6875,0.5,0.8655962321421531
827,0.8333333333333334,0.9130434782608696,0.8309921450925271
828,0.625,0.8,0.7747720562400497
829,0.8775510204081632,0.9,0.8079756941618661
830,0.75,1.0,0.6940220937885672
831,0.64,0.7272727272727273,0.9046950831485676
832,0.8125,1.0,0.8091928604387327
833,0.8125,1.0,0.848641001825144
834,0.625,0.0,0.8109307588519342
835,0.6875,0.5,0.8637073444776134
836,0.5,0.3333333333333333,0.6645977285885579
837,0.6875,0.6,0.8074061938731719
838,0.8125,0.5714285714285714,0.6045825828298823
839,0.8333333333333334,0.88,0.8244509614010418
840,0.75,0.0,0.8419248843001392
841,0.6875,0.6666666666666667,0.8503445724851287
842,0.75,1.0,0.7659084464333031
843,0.625,0.5,0.8094487507439181
844,0.6875,0.5,0.8019566782714445
845,0.8125,0.6666666666666667,0.7592566023652966
846,0.75,0.6,0.8875
847,0.8125,0.7142857142857143,0.8029550685469662
848,1.0,1.0,1.0
849,0.8,0.8953488372093024,0.7483470518571647
850,0.68,0.6666666666666667,0.778349998578115
851,0.5625,1.0,0.819631530627009
852,0.75,1.0,0.8008148024519071
853,0.625,0.0,0.8106792283998809
854,0.8333333333333334,0.9130434782608696,0.7724715714944618
855,0.8125,0.8,0.8970852271450606
856,0.8,0.75,0.8151933134075309
857,0.5625,0.4,0.7765802747153208
858,0.875,0.0,0.928655226929768
859,0.8125,1.0,0.8468496511259617
860,0.5625,1.0,0.7545501584960188
861,0.75,0.0,0.8043478260869565
862,0.75,0.5,0.846968902521858
863,0.7959183673469388,0.8611111111111112,0.8427009716003845
864,0.8333333333333334,0.84,0.8018632638284106
865,0.5625,0.1428571428571429,0.7779866052154991
866,0.8333333333333334,0.88,0.8244509614010418
867,1.0,1.0,0.8558004242796232
